,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
36,21319.627,21276.879,21544.822,21161.455,214284.14,-413.9162,-88.1561,558.6191,22218.61,22001.633,21689.8,-457.54126,21332.332,-984.8459,-4.470867,-0.037728142,-451973.12,75.29415,1.3083696
37,21592.99,21441.645,21754.703,21392.55,212680.92,-343.6105,-42.55506,544.93634,22055.469,22042.62,21860.342,-86.43744,21436.77,-454.76443,-2.0639875,-0.015522072,-339900.94,74.71735,1.1636429
38,21010.611,21076.28,21288.91,20908.04,218337.95,-417.76553,-64.35741,588.8128,21883.418,21703.768,21393.988,-306.09235,21053.83,-746.9551,-3.6186657,-0.030619374,-408210.9,74.84437,1.54786
39,21582.184,21427.936,21739.164,21379.613,213160.62,-339.98788,-36.251934,547.29364,21997.453,22009.268,21838.033,-42.073204,21411.336,-388.3386,-1.8012241,-0.012877679,-332715.56,74.6008,1.1604228
40,20452.738,20947.281,21145.16,20574.027,222064.55,-429.97836,-69.53423,648.1318,21729.15,21486.707,21084.705,-357.92584,20781.332,-785.3463,-4.1697226,-0.0340673,-266623.75,75.35688,2.0820806
41,20522.906,20987.799,21184.434,20626.559,221025.92,-431.118,-69.96359,643.3671,21788.326,21527.621,21121.77,-372.9427,20841.852,-801.82806,-4.202083,-0.035262424,-285085.25,75.283714,2.0625665
42,20243.14,20785.516,20958.19,20382.525,225270.03,-468.2582,-92.0364,657.3199,21741.195,21404.81,20940.982,-542.31384,20653.76,-1049.3761,-5.3788843,-0.044578195,-338166.06,75.64512,2.0883281
43,20228.893,20755.506,20905.412,20353.506,223796.33,-503.08005,-118.749146,645.7899,21918.246,21491.205,20960.57,-767.15826,20684.19,-1373.9585,-6.808248,-0.057144124,-424178.44,76.00071,2.0468104
44,19658.496,20309.9,20401.906,19811.127,235755.62,-555.0604,-137.08734,693.5489,21680.982,21133.152,20517.582,-874.99884,20260.65,-1602.9207,-7.81821,-0.064688236,-490009.16,76.27106,2.1190767
45,20372.85,20829.201,21018.783,20474.455,227080.28,-431.1045,-57.43413,662.60474,21583.277,21318.127,20946.277,-274.28247,20681.447,-672.5056,-3.5034325,-0.0314505,-286073.03,75.07541,2.0753796
46,20494.035,20894.48,21087.652,20574.121,223506.75,-446.7687,-86.79197,635.499,21833.973,21540.576,21129.83,-481.63193,20790.002,-989.34595,-4.895543,-0.041417904,-328455.06,75.60312,2.0049138
47,19907.264,20480.64,20605.97,20052.527,231666.02,-537.7144,-132.46521,668.8689,21792.256,21278.176,20709.994,-880.06134,20435.674,-1547.8407,-7.550701,-0.0643925,-481973.7,76.21646,2.0694711
48,18768.8,19517.59,19519.113,18966.947,255015.0,-634.62164,-151.14691,754.50507,21140.27,20373.89,19728.627,-1011.5258,19516.086,-1794.2391,-8.5830765,-0.07637874,-616854.8,76.42645,2.180043
49,18878.682,19599.477,19612.172,19068.373,252885.94,-632.2322,-156.1853,742.3856,21254.496,20497.496,19845.316,-1055.3491,19607.918,-1855.4147,-8.851602,-0.07822013,-620084.0,76.560196,2.1583695
50,17895.723,18170.21,18268.32,17956.975,310568.22,-712.06,-174.93611,851.9608,20161.04,19386.94,19046.191,-1073.4785,18228.38,-2069.095,-9.457955,-0.077696964,-730896.25,76.29265,2.0865757
51,17826.898,17979.271,18216.709,17962.23,317739.5,-737.18835,-183.64664,845.1456,20086.436,19242.672,19047.436,-1156.3447,18085.54,-2122.6428,-9.702681,-0.08334671,-783852.9,76.482124,2.0054836
52,17791.564,17930.535,18154.76,17897.316,321921.9,-731.10675,-181.69322,855.57745,20011.104,19201.6,19006.367,-1132.9977,18029.207,-2111.3564,-9.617385,-0.08123737,-773790.8,76.414116,2.0060875
53,18216.377,18940.807,18502.738,17951.457,276103.72,-643.6556,-123.68686,881.23376,20016.16,19438.299,18751.33,-802.53033,18664.559,-1557.0836,-7.398165,-0.053961292,-539940.75,75.28128,2.2049656
54,19209.895,19829.363,19734.168,19216.316,250736.84,-524.8739,-81.36049,760.4638,20702.541,20301.06,19833.244,-431.4292,19605.717,-969.27716,-4.6378093,-0.039839923,-366762.3,75.44284,2.1784005
55,18879.213,19541.71,19452.816,18922.527,258749.1,-575.04913,-108.800125,782.0809,20717.459,20155.637,19622.713,-624.54004,19400.41,-1291.904,-6.0687323,-0.05245878,-466138.28,75.7436,2.195071
56,19162.441,19747.877,19741.783,19232.385,254439.81,-536.52893,-91.95239,755.95105,20800.684,20341.096,19892.371,-471.70758,19602.973,-1073.4095,-5.0557995,-0.044492286,-410360.12,75.60834,2.160832
57,18941.852,19606.654,19551.625,19014.174,256990.02,-571.37573,-107.976364,774.75275,20790.836,20228.771,19701.227,-618.4644,19477.66,-1277.1031,-6.0448146,-0.052593563,-466819.03,75.72092,2.1934965
58,18815.613,19486.674,19405.852,18870.879,260248.9,-586.1167,-114.84007,785.92755,20733.027,20138.357,19590.936,-664.7938,19365.676,-1362.6261,-6.401162,-0.055113953,-489059.78,75.796196,2.1971986
59,18087.79,18690.447,18512.18,18028.443,286011.4,-680.1541,-153.86331,858.6376,20295.21,19562.178,18962.111,-960.03705,18607.936,-1866.938,-8.718202,-0.06876922,-644367.94,75.86941,2.1845915
60,17968.049,18494.648,18372.328,17919.844,293956.56,-696.227,-160.17725,862.22565,20201.715,19462.273,18898.621,-1009.3615,18467.785,-1944.8452,-9.123485,-0.07153326,-705530.4,75.81156,2.117121
61,18052.514,18091.23,18031.516,17859.783,259708.1,-504.0634,-124.20386,581.3593,19280.363,18855.059,18556.951,-816.5148,18223.055,-1480.9093,-7.6856213,-0.05167141,-815454.7,78.01561,0.1351235
62,17926.828,17936.758,17966.285,17745.29,241706.08,-520.592,-141.87166,534.42017,19343.75,18886.232,18474.572,-918.03143,18110.895,-1634.5723,-8.600294,-0.06364526,-818984.4,79.916115,0.10475922
63,17824.955,17718.145,17868.709,17555.72,225401.45,-711.79663,-202.78516,527.90564,19949.613,19295.66,18542.566,-1336.4044,18050.85,-2367.3306,-12.654199,-0.105005145,-1054225.4,81.651726,0.15613985
64,16164.033,15876.259,16037.832,15485.517,289796.84,-943.24207,-227.03055,807.69037,18690.293,18043.19,16906.434,-1486.8875,16326.408,-2916.8245,-15.544141,-0.12465037,-1300243.9,78.846725,0.7361366
65,15880.525,15655.66,15887.319,15261.782,265654.5,-888.9447,-221.55354,724.1851,18366.922,17689.486,16528.422,-1461.2496,16105.646,-2801.561,-15.04952,-0.1242471,-1227017.6,80.95505,0.4034411
66,15573.173,14809.338,15369.877,14702.343,308820.56,-962.037,-225.1526,861.6375,17681.01,17173.98,16133.31,-1385.1957,15317.443,-2885.6511,-15.357608,-0.12700696,-1266850.9,79.76162,0.65038294
67,15736.504,15473.81,15825.015,15264.808,296932.44,-782.54913,-187.20009,765.0638,17747.82,17073.229,16330.659,-1201.8181,15893.352,-2346.1335,-12.233966,-0.09907685,-1101491.4,79.505684,0.33009148
68,16315.161,16169.496,16410.256,15973.508,280252.53,-623.4533,-151.5459,671.1649,17926.71,17391.6,16845.893,-963.1659,16466.037,-1857.3872,-9.634435,-0.07439756,-906685.25,79.75925,0.17636846
69,16114.732,15880.229,16217.688,15691.026,259938.62,-771.36993,-198.04114,651.1737,18280.918,17580.523,16727.135,-1284.425,16301.463,-2414.2493,-12.872409,-0.10790271,-1095356.8,81.42983,0.20577529
70,14973.255,14588.701,15024.556,14283.374,313930.97,-894.4199,-210.781,870.2032,17156.596,16428.447,15482.943,-1376.0928,15082.816,-2736.7974,-14.333801,-0.11722928,-1222561.5,79.71046,0.45340186
71,14896.091,14610.625,15012.146,14226.329,270496.75,-913.34814,-221.62973,755.2497,17312.268,16645.676,15457.857,-1449.1655,15115.883,-2836.9236,-15.382533,-0.13035356,-1236745.9,82.18017,0.3400393
72,15129.613,14867.699,15331.251,14658.156,270549.47,-727.4737,-179.20859,679.1282,17037.783,16437.943,15630.157,-1131.6346,15302.066,-2215.6406,-11.849125,-0.100162394,-1008744.4,82.34669,0.14954352
73,15055.258,14771.603,15299.949,14575.577,234183.8,-761.44525,-200.93141,583.33887,17224.916,16570.713,15562.683,-1284.5067,15257.467,-2433.5872,-13.361722,-0.11895483,-1049682.2,84.74594,0.090412065
74,14349.87,14025.243,14590.998,13727.285,255315.97,-867.81915,-213.31728,690.09955,16580.502,15935.165,14837.921,-1372.2118,14562.271,-2692.7554,-14.790228,-0.13049826,-1171180.5,84.19726,0.15996636
75,14065.554,13727.555,14360.58,13451.057,252671.88,-854.11273,-210.35194,677.22577,16207.395,15582.795,14533.091,-1343.0068,14277.115,-2646.39,-14.595714,-0.13107099,-1144058.2,84.927505,0.12298907
76,13520.036,13084.733,13738.592,12687.083,264009.06,-897.96893,-218.35335,761.73334,15480.312,14911.149,13821.396,-1411.7028,13645.406,-2883.4932,-15.821844,-0.13689554,-1186825.4,85.11613,0.1026463
77,13762.87,13120.68,13734.684,12678.203,311755.0,-966.52344,-229.07718,956.0895,15630.966,15095.244,13936.958,-1482.5569,13666.287,-3136.5305,-16.709503,-0.13464561,-1258084.2,82.377655,0.24905846
78,13155.418,12638.37,13289.097,12137.249,314772.47,-905.97894,-218.71193,969.3234,14824.386,14355.303,13344.1875,-1419.2246,13177.564,-3064.4363,-16.196297,-0.12862647,-1152356.1,83.9606,0.13987675
79,13434.713,12921.073,13568.749,12474.783,310100.9,-902.26105,-221.57643,922.9186,15251.345,14725.582,13687.438,-1434.1848,13464.622,-3016.075,-15.8486185,-0.1298623,-1151904.4,83.91331,0.17871338
80,13764.878,13406.17,13953.03,13007.514,324757.7,-649.4697,-137.60579,865.9952,15069.064,14691.081,13994.068,-851.31885,13826.407,-1963.1881,-10.14914,-0.07567194,-844456.9,81.76318,0.112753116
81,13627.216,13303.703,13946.668,13046.889,251165.27,-571.285,-122.456505,615.0863,14880.104,14527.1455,13881.922,-690.12494,13724.297,-1541.1378,-8.767087,-0.07750719,-705034.44,85.477936,0.029630745
82,13648.176,13396.07,13982.535,13138.911,255878.33,-322.41666,-36.551617,575.6439,14442.624,14235.725,13799.012,-190.72098,13710.969,-600.654,-3.6989653,-0.031676747,-355717.9,85.14495,0.012781945
83,13818.872,13689.8,14212.916,13432.265,275372.88,-121.11671,35.405125,573.5057,14309.79,14206.822,13939.123,171.76375,13912.091,101.69874,0.4533437,0.004942624,-102424.82,84.16438,0.0092684915
84,14213.06,14143.614,14589.169,13880.988,291020.84,-150.69284,26.687258,613.18884,14690.786,14594.514,14359.645,94.977165,14339.369,-20.421722,-0.050931294,0.0039140666,-191998.58,82.459435,0.01653382
85,13800.961,13622.912,14191.344,13343.962,280660.75,-376.22147,-52.08835,643.33795,14751.286,14520.335,14047.899,-333.38394,13968.79,-844.7328,-4.870554,-0.0396399,-495880.6,83.80716,0.026477888
86,14170.087,14052.771,14549.405,13824.094,270452.6,-189.23892,-0.4435876,567.96564,14757.921,14618.783,14331.828,-34.411995,14267.142,-222.00204,-1.2715545,-0.009718036,-208416.67,84.14711,0.013566632
87,14128.68,14093.3955,14530.31,13847.88,276232.44,26.926176,85.87097,536.8753,14315.83,14299.853,14174.957,444.50397,14206.1,611.55237,3.5800004,0.031815547,94792.32,83.61335,0.0060244035
88,13827.988,13625.089,14127.031,13417.727,255511.98,2.789665,77.115845,505.1883,14029.661,13961.627,13805.397,471.9777,13754.602,611.63196,3.5392327,0.028943202,158305.05,85.08795,0.0038883204
89,13640.253,13347.608,13862.657,13154.039,233612.84,74.183464,106.18504,451.36182,13727.963,13664.475,13518.33,703.43713,13457.139,949.9626,5.525682,0.044061206,324159.9,85.978714,0.0016555545
90,13372.605,13048.568,13675.151,12795.052,247334.44,-295.00433,-22.105442,558.51514,14081.902,13891.978,13480.301,-55.81408,13370.683,-415.67963,-2.7088459,-0.024403969,-255097.8,85.80099,0.008273603
91,13488.389,13163.429,13767.969,12926.8545,243263.66,-254.03976,-11.681491,538.0612,14115.098,13939.234,13561.985,8.844043,13451.872,-278.69818,-1.8929046,-0.017512443,-188916.78,85.844475,0.007085911
92,13314.418,12909.319,13573.079,12664.812,231495.05,-458.71918,-81.25392,554.63965,14220.6,13952.394,13441.06,-354.78244,13280.983,-994.72284,-5.9540725,-0.054156538,-444733.2,86.45323,0.010823355
93,13078.171,12639.297,13346.019,12344.18,232546.5,-626.34247,-130.70654,604.39166,14220.658,13892.134,13256.13,-656.93536,13087.662,-1622.7247,-9.393575,-0.08367343,-682452.5,86.63039,0.016580477
94,12985.89,12503.632,13231.416,12219.449,218634.2,-678.54846,-146.81026,581.7826,14141.36,13788.69,13152.5205,-717.6548,12957.988,-1752.9525,-10.165978,-0.09270186,-700939.1,87.14527,0.014258003
95,12845.254,12344.419,13078.249,11999.596,225398.14,-755.153,-170.50087,637.7236,14077.716,13708.925,13011.709,-893.441,12825.722,-2135.7153,-12.095873,-0.106276155,-803955.7,87.177704,0.017070867
96,12728.595,12260.203,12986.432,11859.513,256835.97,-663.6689,-142.61752,723.9513,13852.559,13558.621,12896.655,-746.744,12741.54,-1956.2747,-10.792346,-0.0874379,-703522.56,86.59638,0.017419036
97,12772.298,12304.598,13038.434,11974.828,235771.92,-553.53485,-104.074326,619.7254,13744.133,13481.695,12923.7,-441.89536,12751.757,-1346.1823,-7.751762,-0.06681869,-503122.03,87.00181,0.009579224
98,12911.667,12520.687,13221.381,12176.883,273125.3,-434.4809,-66.33921,683.5523,13820.587,13598.249,13082.028,-302.60263,12941.023,-1034.2305,-5.738425,-0.046063546,-413738.0,85.89941,0.013794951
99,12916.874,12546.523,13249.231,12255.531,259870.17,-332.02957,-25.388533,614.0942,13698.0205,13498.145,13074.552,-40.523872,12930.862,-491.5589,-3.011064,-0.027326176,-242212.06,86.19879,0.0082455445
100,13252.367,12930.2705,13564.228,12691.194,255940.44,-156.10684,29.386885,552.9031,13780.396,13634.399,13329.972,251.9908,13211.304,130.2744,0.5945193,0.0026416287,-10735.004,85.88054,0.0052650496
101,13264.714,12885.945,13494.589,12686.042,232778.06,11.227426,86.96453,469.99527,13532.193,13422.227,13211.937,644.93695,13086.043,795.28394,4.6163144,0.03455625,304327.9,86.61749,0.0017026132
102,13361.994,13045.098,13609.454,12843.911,239468.5,110.25573,124.69218,461.50198,13500.29,13421.7295,13272.45,835.21674,13186.6455,1126.8835,6.743234,0.052933518,414411.16,86.22557,0.0013120335
103,13349.9,13020.213,13614.773,12799.004,240639.66,-56.16779,63.45556,497.60162,13702.6455,13584.342,13338.277,463.07,13237.34,514.9848,2.7778745,0.020653836,152385.4,86.16218,0.0027763066
104,13833.415,13481.045,14006.728,13327.446,226278.23,-52.55069,48.3745,455.2424,14021.939,13910.221,13731.828,390.9059,13603.54,456.0794,2.5814002,0.018625543,169804.81,86.31517,0.0028106186
105,13804.578,13467.922,13994.443,13303.565,229534.73,-45.559216,52.920906,461.44388,14002.053,13897.176,13713.739,407.65463,13597.889,480.1286,2.7127151,0.020102095,167039.19,86.18421,0.0028685
106,13699.287,13361.159,13888.464,13199.31,229442.9,35.004875,85.757515,448.3738,13796.844,13711.703,13573.868,607.6259,13465.86,804.4371,4.7246823,0.0362846,303937.34,86.305786,0.0018961394
107,13716.469,13723.645,14115.456,13443.178,271311.7,296.1682,198.31735,473.38354,13562.45,13589.379,13583.811,1180.6761,13712.899,1696.15,10.533194,0.08805096,537631.25,83.77198,0.0010726511
108,14640.986,14500.772,14794.3955,14398.222,230057.22,268.9101,163.12148,387.91428,14033.33,14112.629,14297.695,1026.866,14304.464,1528.8115,9.744979,0.07964973,574231.8,85.22226,0.0009912002
109,14341.631,14253.333,14610.418,14095.09,246715.62,414.62683,233.56192,397.22244,13635.606,13746.1455,13884.892,1515.723,14077.787,2061.1094,13.462767,0.1087579,742288.0,84.215355,0.00047195048
110,14764.582,14714.245,15054.298,14577.052,250628.61,381.35526,218.60364,408.67694,13955.576,14119.994,14301.594,1370.7493,14526.653,1898.6461,12.211455,0.09872116,658164.1,83.667244,0.00080881745
111,14339.865,14425.156,14763.502,14162.581,278521.9,217.88953,159.79929,496.0204,14124.561,14230.353,14255.525,882.91095,14415.113,1301.5449,7.9956408,0.06910756,348731.3,82.70336,0.0028167916
112,14769.823,14847.365,15174.488,14631.235,273222.5,245.28874,167.33234,478.39093,14356.12,14508.636,14591.854,937.22125,14789.139,1364.2223,8.42316,0.07126877,380099.72,82.497604,0.0027848044
113,14963.242,15022.484,15331.466,14813.841,278519.1,202.40161,152.50412,500.48376,14562.981,14711.797,14797.797,839.42,14971.458,1212.2268,7.4837203,0.06465649,304631.62,81.812,0.0041471035
114,15095.56,15074.443,15385.662,14858.473,302423.8,205.29652,173.41483,569.7063,14555.507,14709.016,14799.028,977.6483,15033.204,1314.0365,8.1121,0.07114971,277835.06,79.35301,0.0062848697
115,15092.019,15125.489,15466.419,14946.845,276081.84,292.07004,189.32794,479.02448,14439.887,14640.99,14771.747,1096.4221,15033.946,1535.4634,9.579545,0.07960608,438512.34,81.71347,0.0026384173
116,14733.514,14792.255,15132.521,14583.144,278311.16,209.24763,151.15749,495.07953,14410.534,14550.478,14620.995,836.69403,14761.973,1221.5896,7.6284328,0.06529182,331986.78,82.48672,0.003674271
117,14542.624,14602.958,14943.711,14365.777,276591.78,141.87572,124.09989,505.22543,14420.72,14515.581,14519.716,663.30707,14618.185,983.329,6.0636406,0.053645447,233771.61,82.80801,0.004490464
118,14270.945,14148.104,14615.513,13941.392,268712.03,-69.114914,41.122154,538.3843,14591.548,14544.592,14352.088,222.1204,14304.953,213.37721,1.4034759,0.013296515,-28541.486,84.0204,0.008840553
119,14283.168,14106.1455,14620.022,13903.199,266200.94,-237.32878,-23.953848,566.2064,14949.106,14802.347,14463.186,-140.04935,14350.343,-439.8804,-2.3046944,-0.01852064,-271580.94,84.28666,0.016627135
120,14479.424,14311.701,14791.772,14124.305,258301.0,-222.32733,-22.997452,541.9128,15092.41,14947.056,14634.799,-132.75188,14519.531,-398.35562,-2.1007426,-0.016829502,-247241.47,84.39734,0.014860307
121,14384.414,14265.97,14761.17,14052.574,275292.3,-220.27199,-17.649073,580.97955,15051.218,14920.449,14600.976,-130.40216,14506.11,-403.92676,-2.0543973,-0.015562759,-276343.9,83.73878,0.019230839
122,14420.999,14309.603,14788.845,14104.954,272440.22,-171.37068,-1.1899776,563.592,14970.724,14867.974,14599.963,-32.721733,14514.909,-218.91597,-1.0131257,-0.006896744,-197345.67,83.839806,0.015402485
123,14284.005,14251.4,14666.499,13997.396,285431.06,-13.366573,73.12843,566.7947,14506.617,14503.253,14356.582,365.3462,14386.108,455.0966,2.7716875,0.027205272,3806.8408,82.627335,0.009157218
124,14836.638,14901.159,15193.416,14700.229,263984.03,164.10773,125.53699,470.08057,14561.861,14676.168,14756.918,685.88043,14842.743,1047.4545,6.508416,0.05669456,286525.56,83.20464,0.003671385
125,15086.339,15145.09,15419.494,14969.417,258201.6,133.45601,107.576065,461.46414,14817.653,14926.257,15021.638,581.66846,15072.36,904.8179,5.6525083,0.04952955,243793.33,83.36083,0.0042948537
126,14891.263,14855.986,15142.872,14605.877,334041.1,-143.94133,41.232433,717.01306,15115.735,15064.453,15034.442,170.81392,14957.043,80.04396,1.1813775,0.02053205,-209730.88,78.458565,0.04240892
127,14880.265,14768.785,15118.475,14520.342,307102.88,-326.14236,-32.58451,691.6477,15572.921,15387.874,15108.551,-234.65482,14984.027,-642.42725,-3.142367,-0.017467732,-472517.66,79.96617,0.055513624
128,14427.353,14287.739,14742.857,14046.923,299900.2,-302.5229,-29.310064,667.9413,15155.901,14983.041,14660.239,-204.08023,14544.141,-593.3451,-2.9615602,-0.019377617,-410137.56,81.6865,0.038492464
129,14313.17,14128.613,14638.731,13894.967,296548.5,-396.5443,-65.04671,680.1561,15266.9795,15025.001,14604.409,-400.33047,14443.843,-960.9046,-4.972357,-0.038197897,-528752.56,82.351395,0.049550552
130,14118.525,13879.842,14457.678,13636.9,270466.8,-514.5704,-110.44013,640.22314,15385.62,15060.9,14440.364,-658.44977,14279.24,-1436.3188,-7.8619328,-0.066539295,-690337.9,84.05195,0.045550957
