,close,open,high,low,Volume,MACD,CCI,ATR,BOLL_MID,EMA20,MA10,MTM6,MA5,MTM12,ROC,SMI,WVAD,US Dollar Index,HIBOR
952,20227.28,20313.97,20375.04,20091.68,172096.04,-68.73006342,-144.20645880000004,283.36,20683.21385,20715.54831,20786.93,-1081.8,20533.064,-397.11,-3.72839666,-0.027988377000000002,728614.6805,80.22,0.05
953,19964.63,20083.27,20083.27,19901.41,162469.47,-119.5603876,-167.7648826,325.87,20660.485,20644.03228,20702.422,-1284.9,20308.79,-712.53,-3.1989309739999996,-0.037452541,570357.2433,80.26,0.05
954,19735.04,20037.52,20044.69,19715.51,173010.84,-176.3370758,-156.9688093,329.18,20630.207309999998,20557.46159,20601.781000000003,-1350.96,20148.468,-911.25,-4.556331721,-0.064433321,351238.7511,80.68,0.05
955,19894.31,19702.54,19923.19,19639.85,186769.0,-206.1053977,-126.65082890000001,283.34,20595.72,20494.3043,20481.791,-642.34,20030.38,-915.4,-3.642203999,-0.066392824,499744.1466,81.23,0.05
956,19259.83,19655.34,19655.34,19181.19,206605.16,-277.6931667,-155.0880524,713.12,20544.44423,20376.73531,20276.866,-1224.92,19816.218,-1481.62,-7.447869288,-0.09363501199999999,287103.4531,81.42,0.05
957,19200.93,19369.43,19452.3,19139.73,178991.96,-335.31443110000004,-135.3380066,312.57,20500.00923,20264.75386,20072.006,-1129.71,19610.948,-1893.28,-7.427253157000001,-0.089399127,88711.39612,81.55,0.05
958,18951.85,18787.0,18985.43,18622.31,237323.24,-396.507679,-148.9473269,578.62,20454.28538,20139.71539,19858.591,-1275.43,19408.392,-2357.23,-11.06209184,-0.077169353,109796.674,81.09,0.05
959,18922.32,18902.0,18953.68,18796.69,123621.71,-442.28817019999997,-121.0115112,156.99,20400.246919999998,20023.77298,19697.158,-1042.31,19245.848,-2327.21,-10.951818699999999,-0.076272837,-301807.0349,80.97,0.05
960,19039.15,19061.42,19182.66,19002.64,147010.16,-463.79598339999995,-90.45026689,260.34,20336.328080000003,19929.999359999998,19552.598,-695.89,19074.816000000003,-2046.85,-9.707151665,-0.063524316,-259624.7464,81.65,0.05
961,18786.19,18842.32,18845.84,18661.48,147824.29,-495.54055520000003,-107.0541983,377.67,20266.156919999998,19821.065130000003,19398.153000000002,-1108.12,18980.088,-1750.46,-8.523590751,-0.071244873,-284869.2011,82.02,0.05
