date,time,close,open,high,low,Volume,MACD,CCI,ATR,BOLL_MID,EMA20,MA10,MTM6,MA5,MTM12,ROC,SMI,WVAD,US Dollar Index,HIBOR,open_denoise,high_denoise,low_denoise,close_denoise
2010-06-14,734303,20051.9102,20102.5508,20102.5508,20024.0391,95475.82,-169.6579584,151.2054591,230.1699,19748.120759999998,19795.41336,19657.93926,265.1993,19733.1422,620.5411,4.456350188,0.027676216,-156485.6604,86.7,0.03,20321.271481250013,20113.515981250013,20225.06702500001,19991.277112500007
2010-06-15,734304,20062.1504,19998.5293,20142.0996,19970.9102,99605.47,-129.8565037,130.5658709,171.1894,19753.57697,19820.816880000002,19714.45938,275.4395,19848.07618,295.4404,4.509694428,0.029426037999999998,-29799.454939999996,86.05,0.03,20321.271481250013,20113.515981250013,20225.06702500001,19991.277112500007
2010-06-17,734306,20138.4004,20201.8105,20201.8105,20078.5898,103486.29,-91.11056049,139.26138500000002,139.6601,19742.4908,19851.06293,19781.11934,358.3301,19951.50822,373.2109,3.63860774,0.017463626,-101210.7694,85.69,0.03,20321.271481250013,20113.515981250013,20225.06702500001,19991.277112500007
2010-06-18,734307,20286.7109,20199.2207,20315.4199,20138.3496,141343.15,-47.88471827,140.76285259999997,177.0703,19747.88315,19892.553219999998,19831.11934,908.5605,20082.310559999998,789.7617,2.630690186,0.024974014,-37308.05817,85.57,0.03,20321.271481250013,20772.42078125001,20225.06702500001,20678.711662500016
2010-06-21,734310,20912.1797,20571.4004,20938.3301,20571.4004,317124.72,36.42232413,210.24921609999998,651.6192,19774.79429,19989.6605,19944.330280000002,1424.6992,20290.27032,1440.3789,5.803082232,0.07335578200000001,326775.443,85.94,0.03,20321.271481250013,20772.42078125001,20225.06702500001,20678.711662500016
2010-06-22,734311,20819.0801,20861.4707,20957.0898,20796.3809,159780.4,94.63303228,168.72319050000002,160.7089,19790.04887,20068.65284,20088.42325,1197.8399,20443.7043,1032.3692,6.781219392000001,0.06396054,369297.8108,86.11,0.03,20321.271481250013,20772.42078125001,20225.06702500001,20678.711662500016
2010-06-23,734312,20856.6094,20718.6602,20866.8809,20689.1504,136284.51,142.1550637,130.8276051,177.7305,19817.40194,20143.69632,20225.33614,1223.9102,20602.5961,1076.5391,7.111867126,0.059231545,405327.5192,85.82,0.03,20321.271481250013,20772.42078125001,20225.06702500001,20678.711662500016
2010-06-24,734313,20733.4902,20797.4395,20901.1504,20710.1504,106790.54,167.94594909999998,104.7766285,191.0,19856.56698,20199.867169999998,20336.56114,861.1093,20721.61406,1355.3398,4.7849251189999995,0.053092412,355096.5661,85.76,0.03,20724.611093750013,20813.25989375001,20575.871962500012,20334.99438750001
2010-06-25,734314,20690.7891,20615.9199,20763.3203,20563.9297,133852.44,182.83221369999998,74.49278706,199.3906,19885.2535,20246.62164,20442.370130000003,552.3887,20802.4297,1203.3086,4.604224283,0.039554228999999996,455424.8231,85.35,0.03,20724.611093750013,20813.25989375001,20575.871962500012,20334.99438750001
2010-06-28,734317,20726.6797,20718.0801,20862.3809,20687.2695,117142.36,195.27475139999999,74.50115167,175.1114,19929.395780000003,20292.34145,20527.80001,439.9688,20765.3297,1105.4395,6.95901968,0.0325556,348278.852,85.69,0.03,20724.611093750013,20813.25989375001,20575.871962500012,20334.99438750001
2010-06-29,734318,20248.9004,20727.4492,20738.1504,20190.8809,178139.72,164.68437659999998,9.693724538,547.2695,19956.43694,20288.20421,20547.499030000003,-663.2793,20651.29376,616.2012,3.907225975,0.009222723,395551.2759,86.13,0.03,20724.611093750013,20813.25989375001,20575.871962500012,20334.99438750001
2010-06-30,734319,20128.9902,19985.7207,20143.1602,19971.2695,158807.17,129.2753277,-54.43274782,277.6309,19974.17657,20273.04097,20554.18301,-690.0899,20505.76992,256.6093,2.587756915,-0.000467276,505650.1545,86.05,0.03,19917.93186875001,20072.67686875001,19874.262087500007,20334.99438750001
2010-07-02,734321,19905.3203,20059.5605,20161.9902,19803.2207,137462.71,82.21735911,-88.06084393,358.7695,20009.55428,20238.019959999998,20530.875,-828.1699,20340.13594,-146.5899,0.16575467300000002,-0.018800021,294601.1724,84.37,0.01,19917.93186875001,20072.67686875001,19874.262087500007,20334.99438750001
2010-07-05,734324,19842.1992,19809.0605,19913.4004,19793.4707,125161.58,39.37632894,-107.7866318,119.9297,20034.39082,20200.32274,20486.42383,-848.5899,20170.41796,-219.9512,-1.4708278419999998,-0.051165422,380779.3508,84.56,0.01,19917.93186875001,20072.67686875001,19874.262087500007,20334.99438750001
2010-07-06,734325,20084.1191,19777.8301,20084.1191,19777.8301,120449.85,24.66113973,-79.00085532,306.289,20059.496580000003,20189.25573,20403.617769999997,-642.5606,20041.90584,-54.2813,-0.99864291,-0.03530228,468171.2355,84.05,0.01,19917.93186875001,20072.67686875001,19874.262087500007,20334.99438750001
2010-07-07,734326,19857.0703,19948.1504,19948.1504,19800.2305,108358.4,-5.261048275,-94.82006857,283.8886,20062.971980000002,20157.61902,20307.41679,-391.8301,19963.539819999998,-429.6406,-5.045430056,-0.047924333,434718.9507,83.96,0.01,20468.599375000013,20563.10693125001,20353.915168750013,20462.728143750013
2010-07-08,734327,20050.5605,20231.1504,20236.1797,20002.0098,113790.0,-13.20928733,-50.84620745,379.1094,20073.947790000002,20147.42297,20226.8119,-78.4297,19947.853880000002,-861.6192,-3.6914195839999997,-0.032938482000000005,424911.5437,83.86,0.01,20468.599375000013,20563.10693125001,20353.915168750013,20462.728143750013
2010-07-09,734328,20378.6602,20142.7793,20418.3105,20116.5195,167357.45,6.887188473999999,-12.8409196,367.75,20107.85975,20169.44556,20191.3289,249.67,20042.52186,-440.4199,-2.291595872,-0.015085403,595527.328,83.98,0.01,20468.599375000013,20563.10693125001,20353.915168750013,20462.728143750013
2010-07-12,734331,20467.4297,20476.0195,20539.6094,20368.6191,167548.13,29.63513176,22.5973776,170.9903,20146.153169999998,20197.82501,20168.99296,562.1094,20167.56796,-389.1797,-1.283240291,-0.012508033,578920.8878,84.25,0.01,20468.599375000013,20563.10693125001,20353.915168750013,20462.728143750013
2010-07-13,734332,20431.0605,20485.1094,20529.4102,20378.9902,130926.54,44.21862542,28.68661889,150.42,20170.93585,20220.03791,20139.43104,588.8613,20236.95624,-302.4297,-1.2552861020000001,0.008915842,383953.8064,83.52,0.01,20468.599375000013,20563.10693125001,20353.915168750013,20462.728143750013
2010-07-14,734333,20560.8105,20722.2207,20722.2207,20512.2402,156298.41,65.49095094,69.30972891,291.1602,20200.96432,20252.49244,20170.62205,476.6914,20377.70428,-129.9786,-0.8002690370000001,0.021002105,249632.1635,83.35,0.01,20468.599375000013,20563.10693125001,20353.915168750013,20462.728143750013
2010-07-15,734334,20255.6191,20530.2891,20665.6191,20226.2598,159116.4,57.06521451,27.65632514,439.3593,20234.71311,20252.79022,20183.28494,398.5488,20418.716,-471.0606,0.033180567,0.017293907,109010.0184,82.35,0.01,20468.599375000013,20563.10693125001,20353.915168750013,20462.728143750013
2010-07-16,734335,20250.1602,20293.6094,20313.7402,20173.4902,164812.33,49.37807042,0.389024021,140.25,20264.04695,20252.53974,20217.768930000002,199.5997,20393.016,1.2598,0.6019676039999999,0.020146063,5601.302899,82.57,0.01,20468.599375000013,20563.10693125001,20353.915168750013,20462.728143750013
2010-07-19,734338,20090.9492,20007.8809,20127.5605,20007.8809,104073.44,30.09207353,-38.42185575,242.2793,20282.112680000002,20237.150169999997,20242.643930000002,-287.711,20317.7199,-38.041,-0.188986132,0.00033995900000000003,165395.4215,82.56,0.01,20122.23950000001,20262.850818750012,20044.05016875001,20462.728143750013
2010-07-20,734339,20264.5898,20075.7207,20403.0098,20075.7207,116803.12,28.49070419,21.02526952,327.2891,20306.41616,20239.76346,20260.691000000003,-202.8399,20284.42576,359.2695,1.804891831,0.020109931,294381.7102,82.75,0.01,20122.23950000001,20262.850818750012,20044.05016875001,20462.728143750013
2010-07-21,734340,20487.2305,20377.5996,20494.1797,20334.3496,111558.32,44.67190139,74.01526314,229.5899,20330.06422,20263.33175,20323.707019999998,56.17,20269.709759999998,645.0313,3.250805485,0.021314252000000002,333884.4243,83.34,0.01,20122.23950000001,20262.850818750012,20044.05016875001,20462.728143750013
2010-07-22,734341,20589.6992,20487.4902,20592.4609,20384.7305,95175.74,65.01453735,90.82363853,207.7304,20350.74842,20294.41437,20377.620890000002,28.8887,20336.52578,505.5801,2.517312796,0.010249737,433968.1299,82.64,0.01,20122.23950000001,20262.850818750012,20044.05016875001,20462.728143750013
2010-07-23,734342,20815.3301,20847.8496,20847.8496,20728.4102,164127.13,98.21063974,158.09730449999998,258.1504,20379.71687,20344.02539,20421.28788,559.711,20449.55976,958.2598,4.82578641,0.016713662,319444.1384,82.52,0.01,20814.959250000014,20863.363043750007,20663.780168750014,20462.728143750013
2010-07-26,734345,20839.9102,20944.6309,20963.0801,20826.9805,113965.26,125.06057820000001,157.9978851,147.75,20406.69801,20391.25251,20458.535930000002,589.75,20599.35196,789.3497,3.936796181,0.019618592,-62769.30735,82.07,0.01,20814.959250000014,20863.363043750007,20663.780168750014,20462.728143750013
2010-07-27,734346,20973.3906,20965.5391,21008.7793,20824.0508,111809.46,155.3196721,154.9293829,184.7285,20433.10877,20446.69424,20512.76894,882.4414,20741.112119999998,594.7304,2.918397943,0.019671598000000002,-15871.39204,82.13,0.01,20814.959250000014,20863.363043750007,20663.780168750014,20462.728143750013
2010-07-28,734347,21091.1797,20961.5508,21199.5508,20902.1602,135037.08,186.6531962,153.3800585,297.3906,20439.99338,20508.0738,20565.80586,826.5899,20861.90196,623.75,3.047524819,0.039616589,-62790.4304,82.13,0.01,20814.959250000014,20863.363043750007,20663.780168750014,20462.728143750013
2010-07-29,734348,21093.8203,21091.1699,21130.7402,20970.9297,101433.68,209.2857977,122.26798829999998,159.8105,20450.56032,20563.85919,20649.62598,606.5898,20962.72618,662.7598,3.243883498,0.039995605,-25353.31851,81.62,0.01,21309.94433125,21420.63574375001,21189.395025000013,21304.139525000013
2010-07-30,734349,21029.8105,21008.4609,21095.9004,20945.6309,94716.61,219.52667459999998,92.37699947,150.2695,20457.2219,20608.2355,20727.59101,440.1113,21005.62226,469.0,2.281038483,0.044644305999999995,-62156.68637,81.57,0.01,21309.94433125,21420.63574375001,21189.395025000013,21304.139525000013
2010-08-02,734352,21412.7891,21221.4297,21439.2207,21221.4297,164632.06,255.5994247,135.6370114,409.4102,20483.34878,20684.85965,20859.775,597.4590000000001,21120.19804,1157.17,5.712834518999999,0.053622127,76742.48032,80.9,0.01,21309.94433125,21420.63574375001,21189.395025000013,21304.139525000013
2010-08-03,734353,21457.6602,21610.1797,21610.1797,21409.8105,141967.51,284.5281978,133.03504579999998,200.3692,20512.84382,20758.45971,20979.08204,617.75,21217.05196,1207.5,5.96291579,0.045225327,124448.5923,80.6,0.01,21309.94433125,21420.63574375001,21189.395025000013,21304.139525000013
2010-08-04,734354,21549.8809,21567.3301,21621.8203,21427.5098,124302.98,311.3073415,121.87498909999998,194.3105,20544.5054,20833.83315,21085.34708,576.4903,21308.7922,1458.9317,7.261636498,0.044556242,-19078.37443,80.99,0.01,21309.94433125,21420.63574375001,21189.395025000013,21304.139525000013
2010-08-05,734355,21551.7207,21577.1309,21618.5801,21462.2305,94091.26,328.88725469999997,110.7209895,156.3496,20594.61388,20902.203390000002,21181.54923,460.541,21400.37228,1287.1309,6.351625731,0.034168528999999996,24726.96404,80.78,0.01,21309.94433125,21420.63574375001,21189.395025000013,21304.139525000013
2010-08-06,734356,21678.8008,21575.9492,21722.3809,21456.7402,130918.2,349.05013189999994,112.41316599999999,265.6407,20654.221980000002,20976.16505,21267.8963,584.9805,21530.17034,1191.5703,5.81616095,0.038696356,40831.92254,80.41,0.01,21309.94433125,21420.63574375001,21189.395025000013,21304.139525000013
2010-08-09,734359,21801.5898,21640.5293,21805.9395,21622.1191,99990.16,370.6646126,115.2427444,183.8204,20727.15542,21054.77693,21364.06426,771.7793,21607.930480000003,1211.8906,5.88590726,0.037988019,7991.854501000001,80.71,0.01,21309.94433125,21420.63574375001,21189.395025000013,21304.139525000013
2010-08-10,734360,21473.5996,21764.2305,21765.5801,21446.8008,125724.82,357.2104762,69.05542461,354.789,20789.90159,21094.66481,21414.08516,60.8105,21611.11836,658.2695,3.1624264269999998,0.01780884,-39910.86129,80.89,0.01,21309.94433125,21420.63574375001,21189.395025000013,21304.139525000013
2010-08-11,734361,21294.5391,21542.2695,21643.2402,21239.1699,147589.83,328.3146831,25.33104551,404.0703,20836.4562,21113.70045,21434.4211,-163.1211,21560.05,454.6289,2.181530034,0.009425834000000001,-42642.411239999994,82.46,0.01,21309.94433125,21420.63574375001,21189.395025000013,21304.139525000013
2010-08-12,734362,21105.7109,21039.4199,21124.9805,20926.4805,169569.32,286.8708327,-65.02295492,368.0586,20884.48084,21112.93954,21435.61016,-444.17,21470.84804,132.3203,0.630896084,0.003596202,-116820.26,82.58,0.01,21309.94433125,21420.63574375001,21189.395025000013,21304.139525000013
2010-08-13,734363,21071.5703,21095.1699,21205.6797,21012.5098,123038.92,248.40792969999998,-61.97999704,193.1699,20923.75045,21108.99962,21439.78614,-480.1504,21349.40194,-19.6094,-0.09297441099999999,-0.01593528,-123435.0656,82.92,0.01,21309.94433125,21420.63574375001,21189.395025000013,21304.139525000013
2010-08-16,734366,21112.1191,20881.9492,21209.4609,20881.9492,105381.55,218.67697909999998,-75.98778724,327.5117,20951.96041,21109.29671,21409.71914,-566.6817,21211.5078,18.2988,0.08674957800000001,-0.016103391,-2330.1130829999997,82.46,0.01,21309.94433125,21420.63574375001,21189.395025000013,21304.139525000013
2010-08-17,734367,21137.4297,21081.3105,21161.7305,21015.0098,67173.67,194.9105332,-67.08402345,146.7207,20977.72964,21111.97604,21377.69609,-664.1601,21144.27382,107.6192,0.5117459329999999,-0.019139373,143508.3839,82.24,0.01,21309.94433125,21420.63574375001,21189.395025000013,21304.139525000013
2010-08-18,734368,21022.7305,21167.8809,21277.1191,20968.6992,128260.64,164.91910190000002,-72.71379188,308.4199,21000.48618,21103.476469999998,21324.98105,-450.8691,21089.9121,-390.0586,-1.821615102,-0.024545149,182618.8612,82.27,0.01,21309.94433125,21420.63574375001,21189.395025000013,21304.139525000013
2010-08-19,734369,21072.4609,21094.6992,21297.6191,21023.3008,133644.29,143.5092193,-65.17365044,274.8886,21020.16504,21100.5226,21277.05507,-222.0782,21083.2621,-385.1993,-1.7951598469999999,-0.027969255,222843.2182,82.47,0.01,21309.94433125,21420.63574375001,21189.395025000013,21304.139525000013
2010-08-20,734370,20981.8203,20929.7207,20997.3906,20868.2402,109693.73,117.8690729,-99.93957158,204.2207,21048.09585,21089.21762,21207.35702,-123.8906,21065.3121,-568.0606,-2.636026633,-0.037601363,194857.7128,83.02,0.01,20898.855100000008,20978.710581250012,20811.53857500001,20898.935662500015
2010-08-23,734373,20889.0098,20963.25,21035.0098,20845.6992,85793.42,89.03371517,-92.3923652,189.3106,21072.66699,21070.15021,21116.099019999998,-182.5605,21020.69024,-662.7109,-3.0749790669999997,-0.027223652,93809.1832,83.26,0.01,20898.855100000008,20978.710581250012,20811.53857500001,20898.935662500015
2010-08-24,734374,20658.7109,20759.3496,20937.5293,20651.2695,124393.92,47.05585923,-122.35322450000001,286.2598,21094.50398,21030.965509999998,21034.61015,-453.4082,20924.946480000002,-1020.0899,-4.705471993,-0.029858744,-26443.515669999997,83.34,0.01,20898.855100000008,20978.710581250012,20811.53857500001,20898.935662500015
2010-08-25,734375,20634.9805,20603.5703,20667.3008,20512.7793,122448.29,11.73795319,-147.50241169999998,154.5215,21108.749780000002,20993.25266,20968.654290000002,-502.4492,20847.39648,-1166.6093,-5.351028575,-0.022303461,-48400.0,83.19,0.01,20898.855100000008,20978.710581250012,20811.53857500001,20898.935662500015
2010-08-26,734376,20612.0605,20603.1797,20664.7598,20567.3301,102656.8,-17.89491283,-136.6915753,97.4297,21113.55093,20956.948640000002,20919.28925,-410.67,20755.3164,-861.5391,-4.012085147,-0.021807097999999997,5660.0,82.9,0.01,20898.855100000008,20978.710581250012,20811.53857500001,20898.935662500015
2010-08-27,734377,20597.3496,20563.0898,20670.5703,20552.5508,121273.41,-42.08113421,-118.86067879999999,118.0195,21113.84518,20922.701109999998,20871.86718,-475.1113,20678.42226,-697.1895,-3.274029537,-0.024382654,128555.7616,82.74,0.01,20898.855100000008,20978.710581250012,20811.53857500001,20898.935662500015
2010-08-30,734380,20737.2207,20797.0098,20832.3594,20668.8105,105659.25,-49.39308733,-64.73433453,235.0098,21110.840969999997,20905.03631,20834.37734,-244.5996,20648.064440000002,-368.4902,-1.7459265019999999,-0.018933664,85200.0,83.16,0.01,20898.855100000008,20978.710581250012,20811.53857500001,20898.935662500015
2010-08-31,734381,20536.4902,20539.2207,20608.5508,20372.2891,132932.6,-70.57163079,-121.24139890000001,364.9316,21099.17097,20869.936680000003,20774.28339,-352.5196,20623.6203,-535.0801,-2.539346107,-0.023129265,24800.0,83.07,0.01,20898.855100000008,20978.710581250012,20811.53857500001,20898.935662500015
2010-09-01,734382,20623.8301,20570.5195,20649.4492,20529.8691,111488.24,-79.39298615,-76.72703219,119.5801,21085.72633,20846.49796,20734.39335,-34.8808,20621.390219999997,-488.289,-2.3128374640000002,-0.02128991,72800.91081,82.48,0.04,20898.855100000008,20978.710581250012,20811.53857500001,20898.935662500015
2010-09-02,734383,20868.9199,20864.4004,20938.2891,20819.6094,127229.56,-65.848218,16.92383518,314.459,21077.177880000003,20848.633380000003,20714.03925,233.9394,20672.7621,-268.5098,-1.270304875,-0.0053808680000000005,64189.10155,82.4,0.04,20898.855100000008,20978.710581250012,20811.53857500001,20898.935662500015
2010-09-03,734384,20971.5,20918.8105,21028.6602,20860.8906,134090.97,-46.3027852,48.64190672,167.7696,21072.47325,20860.33497,20713.00722,359.4395,20747.59218,-51.2305,-0.24369099,0.003933443,-38350.41186,82.01,0.04,20898.855100000008,20978.710581250012,20811.53857500001,20898.935662500015
2010-09-06,734387,21355.7695,21155.9102,21398.0898,21139.7891,159955.89,0.19223235800000002,155.7447631,426.5898,21085.010140000002,20907.51921,20759.68319,758.4199,20871.30194,283.3086,1.3444495230000002,0.032640294,193479.5023,82.05,0.04,20898.855100000008,20978.710581250012,20811.53857500001,20898.935662500015
2010-09-07,734388,21401.7891,21419.9102,21435.5801,21313.2598,116380.44,40.28884118,160.4617939,122.3203,21084.587059999998,20954.59253,20833.991009999998,664.5684,21044.361719999997,419.9688,2.0015842,0.035829182,187400.8434,82.89,0.04,20898.855100000008,20978.710581250012,20811.53857500001,20898.935662500015
2010-09-08,734389,21088.8594,21213.1992,21214.8105,21066.6895,195662.44,46.28137811,82.15846634,335.0996,21070.40242,20967.37985,20879.3789,552.3692,21137.367580000002,199.8496,0.9567212709999999,0.022609042000000003,38444.37135,82.57,0.04,20898.855100000008,20978.710581250012,20811.53857500001,20898.935662500015
2010-09-09,734390,21167.2695,21169.8203,21248.5801,21122.7305,108656.13,56.70389932,87.61438733,159.7207,21055.68659,20986.41696,20934.8998,543.4394,21197.0375,508.5586,2.461715072,0.026924583,-14447.26002,82.68,0.04,20898.855100000008,20978.710581250012,20811.53857500001,20898.935662500015
2010-09-10,734391,21257.3906,21310.7207,21332.4395,21092.8105,112539.04,71.41264158,86.30315168,239.62900000000002,21044.3662,21012.22397,21000.9039,388.4707,21254.21562,622.4101,3.0162863489999996,0.024470073,-127102.9181,82.86,0.04,20898.855100000008,20978.710581250012,20811.53857500001,20898.935662500015
2010-09-13,734394,21658.3496,21396.9004,21714.3594,21395.5703,203523.54,114.108099,141.93513240000001,456.9688,21043.57962,21073.75975,21093.01679,686.8496,21314.73164,1046.2891,5.0761014410000005,0.05179801,154436.531,81.88,0.04,21816.341200000017,21921.22220000001,21721.397337500013,21846.24740000002
2010-09-14,734395,21696.0391,21760.7305,21763.7305,21656.4492,151550.59,149.2651486,137.0862289,107.2813,21039.51998,21133.02445,21208.971680000002,340.2696,21373.58164,1098.6895,5.334130465,0.049419574,153535.8905,81.23,0.04,21816.341200000017,21921.22220000001,21721.397337500013,21846.24740000002
2010-09-15,734396,21725.6406,21819.9492,21819.9492,21633.0703,110411.76,177.4701914,121.93677269999999,186.8789,21049.21386,21189.46408,21319.15273,323.8515,21500.93788,988.4199,4.766404883,0.039433622,41187.1806,81.46,0.04,21816.341200000017,21921.22220000001,21721.397337500013,21846.24740000002
2010-09-16,734397,21691.45,21694.21,21726.01,21525.71,148234.87,194.8182518,94.43106085,200.3,21064.47967,21237.272259999998,21401.405740000002,602.5906,21605.77398,1154.9598,5.623939577000001,0.033190497,54176.289339999996,81.27,0.04,21816.341200000017,21921.22220000001,21721.397337500013,21846.24740000002
2010-09-17,734398,21970.8594,21744.5293,21988.8691,21713.6699,188936.12,228.47895499999998,122.42160420000002,297.4191,21097.75461,21307.13771,21501.34168,803.5899,21748.46774,1347.0293,6.53142163,0.027995713999999998,135501.2238,81.41,0.04,21816.341200000017,21921.22220000001,21721.397337500013,21846.24740000002
2010-09-20,734401,21977.3398,21918.4492,22009.0996,21874.4199,121507.71,252.76450699999998,117.78476140000001,134.6797,21132.5919,21370.966480000003,21563.49871,719.9492,21812.26578,1108.4199,5.311342922,0.02618837,162938.9285,81.32,0.04,21816.341200000017,21921.22220000001,21721.397337500013,21846.24740000002
2010-09-21,734402,22002.5898,22118.5801,22118.5801,21950.6895,127948.95,270.9253867,115.0089952,167.8906,21166.84077,21431.12108,21623.57878,344.2402,21873.57592,1031.0898,4.91662399,0.041528311,135000.0,80.44,0.04,21816.341200000017,21921.22220000001,21721.397337500013,21846.24740000002
2010-09-22,734403,22047.7109,22077.3809,22229.1797,22021.5996,130838.27,285.6659313,116.1485985,226.5899,21201.851580000002,21489.84392,21719.46393,389.3613,21937.989980000002,691.9414,5.131778366,0.039933461,127038.9638,79.8,0.04,21816.341200000017,21921.22220000001,21721.397337500013,21846.24740000002
2010-09-24,734405,22119.4297,21972.8809,22155.6699,21956.7598,129737.8,299.6804967,101.3728371,198.9101,21244.03232,21549.80447,21814.67995,461.0801,22023.585919999998,717.6406,5.47376058,0.038972031000000004,178373.7216,79.28,0.04,22417.033987500014,22521.616175000014,22345.222412500014,22430.658562500015
2010-09-27,734408,22340.8398,22351.3301,22407.2305,22292.5391,152232.01,324.90775110000004,138.91867150000002,287.8008,21292.816130000003,21625.14117,21923.024869999997,644.8007,22097.582000000002,1251.9804,4.612665912,0.030548995,198094.5709,79.53,0.04,22417.033987500014,22521.616175000014,22345.222412500014,22430.658562500015
2010-09-28,734409,22109.9492,22329.8203,22371.5996,22091.1309,153438.53,322.5514182,89.56841336,280.4687,21336.2057,21671.31336,21968.184830000002,384.3086,22124.103880000002,942.6797,3.3088827139999997,0.018720536,121540.164,78.92,0.04,22417.033987500014,22521.616175000014,22345.222412500014,22430.658562500015
2010-09-29,734410,22378.6699,22314.5605,22439.1895,22300.0898,194555.76,338.465898,115.11571090000001,329.2403,21393.50032,21738.68065,22036.44791,687.2199,22199.3199,1121.2793,6.116075201,0.029180881000000002,186000.0,78.78,0.04,22417.033987500014,22521.616175000014,22345.222412500014,22430.658562500015
2010-09-30,734411,22358.1699,22287.0801,22370.4199,22202.4297,232990.28,345.44201860000004,93.18932804,176.2402,21458.86413,21797.679630000002,22099.70084,387.3105,22261.4117,699.8203,5.626140867999999,0.029819968,275557.2185,78.8,0.04,22417.033987500014,22521.616175000014,22345.222412500014,22430.658562500015
2010-10-04,734415,22618.66,22542.36,22734.88,22542.36,259198.9,367.75081600000004,158.08514730000002,376.7101,21535.159490000002,21875.86823,22192.42184,647.8006,22361.25776,922.6209,6.856767709,0.028640096,343079.1889,78.49,0.06,22417.033987500014,22521.616175000014,22345.222412500014,22430.658562500015
2010-10-05,734416,22639.14,22532.04,22670.81,22504.05,182043.64,382.6720582,128.94862369999998,166.76,21613.12409,21948.56078,22259.2499,668.2806,22420.9178,913.4994,6.953520859,0.029232567999999997,498621.1526,77.81,0.06,22417.033987500014,22521.616175000014,22345.222412500014,22430.658562500015
2010-10-06,734417,22880.41,23006.2,23023.13,22872.42,326648.68,409.24816469999996,169.979415,383.99,21700.9341,22037.30833,22349.55692,909.5506,22575.00996,1188.96,8.093346664,0.03836558,227520.3672,77.43,0.06,22417.033987500014,22521.616175000014,22345.222412500014,22430.658562500015
2010-10-07,734418,22884.32,22996.73,22996.73,22824.05,217519.6,425.71801270000003,136.9342737,172.68,21783.51485,22117.97611,22437.72994,913.4606,22676.13998,913.4606,8.111818579,0.03655818,36217.87523,77.42,0.06,23443.874375000007,23274.64062500001,23299.136250000018,23424.138750000006
2010-10-08,734419,22944.18,22861.15,23093.77,22861.15,155942.87,438.545409,128.3279463,232.62,21876.1183,22196.66219,22527.37685,966.8402,22793.342,966.8402,7.935072708,0.035945948,87034.10483,77.2,0.06,23443.874375000007,23274.64062500001,23299.136250000018,23424.138750000006
2010-10-11,734422,23207.31,23169.13,23302.29,23151.62,206703.96,464.5881224,144.6224512,358.11,21975.48291,22292.91436,22636.16488,1204.7202,22911.072,1204.7202,7.15179332,0.037336088999999996,97300.75912,77.47,0.06,23443.874375000007,23274.64062500001,23299.136250000018,23424.138750000006
2010-10-12,734423,23121.7,23161.21,23254.14,23055.61,165548.28,472.8682183,109.9015476,198.53,22062.1283,22371.84633,22714.2509,780.8602,23007.584,1073.9891,6.571065315,0.04375763,-59410.79151,77.33,0.06,23443.874375000007,23274.64062500001,23299.136250000018,23424.138750000006
2010-10-13,734424,23457.69,23329.32,23471.66,23035.57,251452.38,500.7692824,121.61835020000001,436.09,22157.75099,22475.260009999998,22849.024980000002,1347.7408,23123.04,1338.2603,7.9723743570000005,0.045998566,31849.34145,77.08,0.06,23443.874375000007,23842.295625000013,23299.136250000018,23424.138750000006
2010-10-14,734425,23852.17,23685.26,23866.87,23614.4,414452.36,548.3908081000001,164.2396345,409.18,22253.7664,22606.3943,22996.37499,1473.5001,23316.61,1511.3302,9.961159812,0.062635815,470095.55799999996,76.53,0.06,23443.874375000007,23842.295625000013,23299.136250000018,23424.138750000006
2010-10-15,734426,23757.63,23733.79,23862.54,23650.3,359496.88,571.9099999,139.9651861,212.24,22344.375659999998,22716.03579,23136.321,1399.4601,23479.3,1647.6808,8.132456576000001,0.04794123,512678.5974,76.97,0.06,23443.874375000007,23842.295625000013,23299.136250000018,23424.138750000006
2010-10-18,734429,23469.38,23693.12,23716.48,23467.45,226383.96,560.8249222000001,92.07427202,290.18,22435.93415,22787.78286,23221.392999999996,525.2,23531.714,1090.7101,6.788993634,0.035375455,334330.7169,77.15,0.06,23443.874375000007,23842.295625000013,23299.136250000018,23424.138750000006
2010-10-19,734430,23763.73,23551.31,23768.09,23551.31,161614.62,569.2297768,98.98983335,298.71,22535.79801,22880.730209999998,23333.852000000003,556.42,23660.12,1405.5601,8.004240483,0.037170932000000004,325778.6489,78.19,0.06,23443.874375000007,23558.46812500001,23299.136250000018,23424.138750000006
2010-10-20,734431,23556.5,23423.82,23689.99,23307.49,263944.62,552.7966597,61.33422637,456.24,22624.2253,22945.08923,23401.461,434.8,23679.882,937.84,5.4414257070000005,0.028534799,508720.7567,77.17,0.06,23443.874375000007,23558.46812500001,23299.136250000018,23424.138750000006
2010-10-21,734432,23649.48,23736.79,23736.79,23450.83,171351.96,541.0392414,68.16732605,285.96,22700.807230000002,23012.174069999997,23477.977000000003,191.79,23639.343999999997,1010.34,6.963068011,0.029823066000000002,512122.5522,77.44,0.06,23443.874375000007,23558.46812500001,23299.136250000018,23424.138750000006
