Date,High,Low,Open,Close,Volume,Adj Close
2018-06-04,138.60000610351562,137.44000244140625,138.39999389648438,138.08999633789062,704285.0,137.0867156982422
2018-06-05,138.1999969482422,137.3800048828125,138.08999633789062,137.64999389648438,945632.0,136.64991760253906
2018-06-06,138.25,137.67999267578125,137.8000030517578,138.22000122070312,1100802.0,137.21578979492188
2018-06-07,139.0800018310547,138.13999938964844,138.13999938964844,139.05999755859375,1614491.0,138.04966735839844
2018-06-08,139.25,138.4600067138672,139.10000610351562,139.17999267578125,984975.0,138.16879272460938
2018-06-11,139.24000549316406,138.77499389648438,139.10000610351562,138.9499969482422,1686427.0,137.9404754638672
2018-06-12,139.22000122070312,138.33999633789062,138.99000549316406,138.4199981689453,550524.0,137.41432189941406
2018-06-13,138.57000732421875,137.58999633789062,138.44000244140625,137.63999938964844,1574911.0,136.63999938964844
2018-06-14,138.1300048828125,137.2899932861328,137.75,137.8800048828125,1082685.0,136.87826538085938
2018-06-15,137.77000427246094,137.05999755859375,137.6699981689453,137.61000061035156,1535955.0,136.61021423339844
2018-06-18,137.31300354003906,136.86000061035156,137.30999755859375,137.2899932861328,1525618.0,136.29254150390625
2018-06-19,136.96499633789062,134.0500030517578,136.83999633789062,134.60000610351562,2891201.0,133.62208557128906
2018-06-20,135.55999755859375,134.1300048828125,134.60000610351562,134.8800048828125,1531772.0,133.90003967285156
2018-06-21,134.77999877929688,133.9499969482422,134.72000122070312,134.22000122070312,1297776.0,133.24484252929688
2018-06-22,135.0800018310547,134.27000427246094,134.39999389648438,134.47000122070312,2917891.0,133.49302673339844
2018-06-25,134.57000732421875,133.52000427246094,134.02000427246094,133.6699981689453,1734835.0,132.69883728027344
2018-06-26,134.80999755859375,133.66000366210938,133.66000366210938,134.35000610351562,1325357.0,133.37391662597656
2018-06-27,135.49000549316406,134.11000061035156,134.74000549316406,134.24000549316406,946788.0,133.2646942138672
2018-06-28,135.00999450683594,134.16000366210938,134.22999572753906,134.57000732421875,891715.0,133.59231567382812
2018-06-29,135.30999755859375,133.92999267578125,134.60000610351562,134.67999267578125,1512575.0,133.7014923095703
2018-07-02,135.25999450683594,133.89500427246094,134.36000061035156,135.17999267578125,1218038.0,134.19786071777344
2018-07-03,81.8499984741211,81.8499984741211,81.8499984741211,81.8499984741211,10.0,81.25533294677734
2018-07-05,135.5,134.3000030517578,135.5,135.0399932861328,978479.0,134.0588836669922
2018-07-06,135.8699951171875,134.52999877929688,135.0,135.36000061035156,951354.0,134.37655639648438
2018-07-09,136.80999755859375,135.4199981689453,135.64999389648438,136.27999877929688,1214925.0,135.2898712158203
2018-07-10,136.97000122070312,136.25999450683594,136.60000610351562,136.69000244140625,468266.0,135.6968994140625
2018-07-11,136.60000610351562,134.5800018310547,136.47000122070312,134.77999877929688,735546.0,133.80076599121094
2018-07-12,137.08999633789062,135.05999755859375,135.3800048828125,136.94000244140625,1324786.0,135.94508361816406
2018-07-13,137.9499969482422,136.89999389648438,136.89999389648438,137.86000061035156,584057.0,136.8583984375
2018-07-16,138.1699981689453,137.5399932861328,137.75,137.8300018310547,385045.0,136.82861328125
2018-07-17,138.0,137.32000732421875,137.9499969482422,137.32000732421875,823452.0,136.32232666015625
2018-07-18,138.5800018310547,137.3000030517578,137.3699951171875,137.75999450683594,968218.0,136.75912475585938
2018-07-19,137.67999267578125,137.02000427246094,137.47000122070312,137.14999389648438,440840.0,136.15354919433594
2018-07-20,137.08999633789062,136.2899932861328,136.8000030517578,136.39999389648438,879003.0,135.40899658203125
2018-07-23,138.02000427246094,135.52999877929688,136.5,136.22000122070312,1021967.0,135.23031616210938
2018-07-24,138.27000427246094,136.1300048828125,136.5,137.66000366210938,1624106.0,136.65985107421875
2018-07-25,137.8800048828125,136.09500122070312,137.32000732421875,137.3000030517578,1177280.0,136.30247497558594
2018-07-26,138.52000427246094,137.2899932861328,137.50999450683594,138.25,934928.0,137.2455596923828
2018-07-27,139.0800018310547,138.16000366210938,138.16000366210938,138.61000061035156,964764.0,137.6029510498047
2018-07-30,138.3800048828125,137.33999633789062,138.2899932861328,137.4199981689453,1139364.0,136.4215850830078
2018-07-31,139.05999755859375,137.5,137.94000244140625,138.99000549316406,1115569.0,137.98019409179688
2018-08-01,139.22999572753906,138.0500030517578,138.52999877929688,138.1199951171875,1265578.0,137.1165008544922
2018-08-02,137.77000427246094,137.1300048828125,137.5,137.3800048828125,726172.0,136.3818817138672
2018-08-03,137.5,136.66000366210938,137.3800048828125,136.94000244140625,696762.0,135.94508361816406
2018-08-06,137.5,136.3800048828125,136.8300018310547,137.39999389648438,829531.0,136.4017333984375
2018-08-07,138.00999450683594,136.6199951171875,137.55999755859375,137.67999267578125,666217.0,136.67970275878906
2018-08-08,137.89999389648438,137.2100067138672,137.77000427246094,137.39999389648438,412165.0,136.4017333984375
2018-08-09,137.85499572753906,136.7100067138672,137.3699951171875,136.88999938964844,958268.0,135.89544677734375
2018-08-10,136.67999267578125,135.85000610351562,136.67999267578125,136.08999633789062,1258983.0,135.1012420654297
2018-08-13,136.66000366210938,135.47000122070312,136.0,135.75999450683594,1180003.0,134.77365112304688
2018-08-14,136.30999755859375,135.3800048828125,136.0,135.50999450683594,754908.0,134.52545166015625
2018-08-15,135.9199981689453,134.4709930419922,135.25999450683594,135.3800048828125,1649261.0,134.39642333984375
2018-08-16,136.38999938964844,135.72999572753906,135.72999572753906,136.1300048828125,999932.0,135.14097595214844
2018-08-17,137.63900756835938,135.73500061035156,135.8699951171875,137.50999450683594,1061874.0,136.84266662597656
2018-08-20,138.0,137.1199951171875,137.5500030517578,137.6300048828125,628951.0,136.96209716796875
2018-08-21,138.0800018310547,137.3300018310547,137.64999389648438,137.72000122070312,1317794.0,137.05165100097656
2018-08-22,137.6699981689453,136.33099365234375,137.60000610351562,136.41000366210938,670415.0,135.74801635742188
2018-08-23,136.62899780273438,135.86000061035156,136.36000061035156,136.13999938964844,1088721.0,135.4793243408203
2018-08-24,136.53500366210938,136.0500030517578,136.1999969482422,136.1300048828125,706060.0,135.46937561035156
2018-08-27,137.24000549316406,136.52999877929688,136.5500030517578,137.00999450683594,478738.0,136.3450927734375
2018-08-28,137.6199951171875,136.3800048828125,137.2100067138672,136.8300018310547,693395.0,136.1659698486328
2018-08-29,137.16000366210938,136.02000427246094,137.0,136.52999877929688,786924.0,135.867431640625
2018-08-30,136.64999389648438,135.72000122070312,136.4199981689453,136.3699951171875,1166065.0,135.70819091796875
2018-08-31,136.33999633789062,135.47999572753906,136.02999877929688,135.9499969482422,1309237.0,135.2902374267578
2018-09-04,136.19000244140625,135.3000030517578,135.8699951171875,136.0500030517578,1459976.0,135.38975524902344
2018-09-05,137.1199951171875,135.78500366210938,135.83999633789062,136.9600067138672,1010843.0,136.29534912109375
2018-09-06,139.55999755859375,137.17999267578125,137.17999267578125,139.0,2899915.0,138.325439453125
2018-09-07,138.75,137.77999877929688,138.52000427246094,138.25999450683594,1629054.0,137.58901977539062
2018-09-10,139.17999267578125,138.5800018310547,138.5800018310547,138.58999633789062,868618.0,137.91741943359375
2018-09-11,139.55999755859375,138.1999969482422,138.25999450683594,139.24000549316406,1084422.0,138.5642852783203
2018-09-12,139.8000030517578,139.0,139.16000366210938,139.05999755859375,1720253.0,138.38514709472656
2018-09-13,139.66000366210938,138.97000122070312,139.4600067138672,139.66000366210938,1103909.0,138.98223876953125
2018-09-14,141.6999969482422,139.30999755859375,139.52000427246094,141.49000549316406,3387783.0,140.80335998535156
2018-09-17,141.99000549316406,139.27999877929688,141.49000549316406,139.60000610351562,2587408.0,138.9225311279297
2018-09-18,141.27999877929688,138.97000122070312,139.80999755859375,140.8699951171875,909772.0,140.1863555908203
2018-09-19,141.5500030517578,140.67999267578125,140.67999267578125,141.0800018310547,441029.0,140.3953399658203
2018-09-20,141.88999938964844,141.0,141.22000122070312,141.83999633789062,544818.0,141.1516571044922
2018-09-21,142.61000061035156,141.52999877929688,142.1199951171875,141.97999572753906,1705835.0,141.2909698486328
2018-09-24,16.200000762939453,16.18000030517578,16.200000762939453,16.18000030517578,3000.0,16.10148048400879
2018-09-25,16.440000534057617,16.18000030517578,16.440000534057617,16.200000762939453,13100.0,16.121383666992188
2018-09-26,16.200000762939453,16.200000762939453,16.200000762939453,16.200000762939453,2700.0,16.121383666992188
2018-09-27,16.18000030517578,16.18000030517578,16.18000030517578,16.18000030517578,200.0,16.10148048400879
2018-09-28,140.75999450683594,139.75,139.99000549316406,140.47000122070312,1522616.0,139.78831481933594
2018-10-01,142.14500427246094,140.2050018310547,140.92999267578125,141.27000427246094,2069869.0,140.5844268798828
2018-10-02,142.07000732421875,140.80999755859375,141.22999572753906,141.07000732421875,3240853.0,140.38540649414062
2018-10-03,141.77000427246094,141.22000122070312,141.39999389648438,141.5399932861328,2162834.0,140.8531036376953
2018-10-04,141.62600708007812,140.72999572753906,141.49000549316406,140.94000244140625,1234967.0,140.2560272216797
2018-10-05,141.25,139.9600067138672,141.0,140.27000427246094,1473927.0,139.5892791748047
2018-10-08,140.08999633789062,138.08999633789062,140.07000732421875,138.64999389648438,1610264.0,137.9771270751953
2018-10-09,139.0,134.9199981689453,138.61000061035156,135.13999938964844,2491050.0,134.4841766357422
2018-10-10,135.2449951171875,133.38999938964844,135.17999267578125,133.5399932861328,2241953.0,132.89193725585938
2018-10-11,135.85000610351562,132.56300354003906,133.8800048828125,134.33999633789062,4270464.0,133.68804931640625
2018-10-12,136.39999389648438,133.08999633789062,135.6699981689453,134.30999755859375,1977429.0,133.658203125
2018-10-15,135.5,133.91000366210938,134.50999450683594,134.72999572753906,1051709.0,134.07615661621094
2018-10-16,135.2899932861328,134.17999267578125,134.9499969482422,135.05999755859375,1542801.0,134.40455627441406
2018-10-17,135.4499969482422,133.19000244140625,134.97000122070312,133.58999633789062,1176061.0,132.9416961669922
2018-10-18,133.38999938964844,131.6300048828125,132.88999938964844,131.99000549316406,1847069.0,131.34947204589844
2018-10-19,132.63999938964844,131.0800018310547,132.13999938964844,131.5,2208829.0,130.86183166503906
2018-10-22,131.6699981689453,129.68499755859375,131.52000427246094,130.5,952268.0,129.86668395996094
2018-10-23,132.99000549316406,129.9199981689453,129.9199981689453,132.27000427246094,2194619.0,131.6280975341797
2018-10-24,132.7100067138672,128.0,132.64999389648438,128.1300048828125,1923964.0,127.50819396972656
2018-10-25,130.17999267578125,128.00999450683594,128.2899932861328,129.27999877929688,1266543.0,128.65260314941406
2018-10-26,129.375,127.73999786376953,129.13999938964844,128.27000427246094,1203525.0,127.64751434326172
2018-10-29,129.85000610351562,125.04000091552734,128.88999938964844,126.41000366210938,2191875.0,125.79653930664062
2018-10-30,128.32000732421875,126.06500244140625,126.66999816894531,128.1999969482422,1525499.0,127.57785034179688
2018-10-31,129.2100067138672,127.5999984741211,128.88999938964844,128.02000427246094,1262118.0,127.39872741699219
2018-11-01,130.97000122070312,127.87000274658203,128.3000030517578,130.35000610351562,2258617.0,129.71742248535156
2018-11-02,132.4600067138672,130.3699951171875,131.47999572753906,131.5800018310547,1732267.0,130.9414520263672
2018-11-05,131.75,129.97999572753906,131.49000549316406,131.25,1203300.0,130.61305236816406
2018-11-06,131.66000366210938,130.22999572753906,131.1999969482422,131.25999450683594,1397433.0,130.6230010986328
2018-11-07,133.25,131.05999755859375,131.74000549316406,132.9199981689453,2489972.0,132.2749481201172
2018-11-08,133.2100067138672,132.1699981689453,132.89999389648438,132.57000732421875,1032847.0,131.92665100097656
2018-11-09,133.32000732421875,131.97999572753906,132.02999877929688,133.22000122070312,1073604.0,132.573486328125
2018-11-12,133.4199981689453,130.13999938964844,133.4199981689453,130.25,983037.0,129.61790466308594
2018-11-13,68.0,68.0,68.0,68.0,0.0,67.66999816894531
2018-11-14,68.0,68.0,68.0,68.0,2.0,67.66999816894531
2018-11-15,71.9000015258789,68.0,68.0,71.9000015258789,366.0,71.9000015258789
2018-11-16,70.0,70.0,70.0,70.0,800.0,70.0
2018-11-19,133.52000427246094,130.27999877929688,132.47000122070312,130.39999389648438,2707758.0,130.39999389648438
2018-11-20,130.07000732421875,128.72000122070312,129.47000122070312,129.85000610351562,1221454.0,129.85000610351562
2018-11-21,68.0,68.0,68.0,68.0,0.0,68.0
2018-11-23,67.0,67.0,67.0,67.0,0.0,67.0
2018-11-26,142.97999572753906,141.0399932861328,141.6999969482422,141.0399932861328,15441162.0,141.0399932861328
2018-11-27,66.91000366210938,66.91000366210938,66.91000366210938,66.91000366210938,10.0,66.91000366210938
2018-11-28,66.9000015258789,66.9000015258789,66.9000015258789,66.9000015258789,1.0,66.9000015258789
2018-11-29,66.9000015258789,63.65999984741211,63.65999984741211,66.9000015258789,20.0,66.9000015258789
2018-11-30,64.0,61.22999954223633,62.20000076293945,61.22999954223633,2299.0,61.22999954223633
2018-12-03,62.0,61.56999969482422,62.0,61.56999969482422,47.0,61.56999969482422
2018-12-04,62.5,62.5,62.5,62.5,1.0,62.5
2018-12-06,64.0,63.9900016784668,64.0,63.9900016784668,13.0,63.9900016784668
2018-12-07,63.97999954223633,62.0,63.97999954223633,62.0,95.0,62.0
2018-12-10,62.0099983215332,62.0099983215332,62.0099983215332,62.0099983215332,5.0,62.0099983215332
2018-12-11,63.900001525878906,62.0099983215332,63.900001525878906,62.0099983215332,3495.0,62.0099983215332
2018-12-12,62.0099983215332,62.0099983215332,62.0099983215332,62.0099983215332,0.0,62.0099983215332
2018-12-13,63.0,63.0,63.0,63.0,100.0,63.0
2018-12-14,63.0,61.5,63.0,61.5,656.0,61.5
2018-12-17,62.95000076293945,61.5,62.900001525878906,62.95000076293945,502.0,62.95000076293945
2018-12-18,62.95000076293945,62.5,62.5,62.95000076293945,76.0,62.95000076293945
2018-12-19,62.95000076293945,62.95000076293945,62.95000076293945,62.95000076293945,17.0,62.95000076293945
2018-12-20,62.95000076293945,62.95000076293945,62.95000076293945,62.95000076293945,0.0,62.95000076293945
2018-12-21,62.599998474121094,62.0,62.599998474121094,62.0,862.0,62.0
2018-12-24,62.5,62.5,62.5,62.5,21.0,62.5
2018-12-26,62.75,62.75,62.75,62.75,35.0,62.75
2018-12-27,62.75,62.0,62.02000045776367,62.75,132.0,62.75
2018-12-28,62.75,60.650001525878906,62.75,60.650001525878906,714.0,60.650001525878906
2018-12-31,62.0,62.0,62.0,62.0,17.0,62.0
2019-01-02,62.88999938964844,62.869998931884766,62.88999938964844,62.880001068115234,95.0,62.880001068115234
2019-01-03,62.880001068115234,62.70000076293945,62.880001068115234,62.70000076293945,174.0,62.70000076293945
2019-01-04,62.0099983215332,60.0,62.0099983215332,60.0,1228.0,60.0
2019-01-07,61.0,60.0,61.0,60.0,196.0,60.0
2019-01-08,61.29999923706055,61.279998779296875,61.279998779296875,61.29999923706055,35001.0,61.29999923706055
2019-01-09,61.5,61.5,61.5,61.5,10.0,61.5
2019-01-10,61.54999923706055,60.0,61.54999923706055,60.0,150.0,60.0
2019-01-11,60.0,60.0,60.0,60.0,0.0,60.0
2019-01-14,60.5,60.5,60.5,60.5,20.0,60.5
2019-01-15,61.0,61.0,61.0,61.0,44.0,61.0
2019-01-16,61.20000076293945,61.20000076293945,61.20000076293945,61.20000076293945,30.0,61.20000076293945
2019-01-17,61.0,61.0,61.0,61.0,106.0,61.0
2019-01-18,61.5,60.5,61.5,60.5,146.0,60.5
2019-01-22,62.5,62.5,62.5,62.5,0.0,62.5
2019-01-23,62.45000076293945,62.45000076293945,62.45000076293945,62.45000076293945,10.0,62.45000076293945
2019-01-24,62.45000076293945,62.45000076293945,62.45000076293945,62.45000076293945,0.0,62.45000076293945
2019-01-25,61.0,61.0,61.0,61.0,768.0,61.0
2019-01-28,62.45000076293945,61.0,61.5,61.0,105.0,61.0
2019-01-29,62.400001525878906,62.29999923706055,62.400001525878906,62.29999923706055,44.0,62.29999923706055
2019-01-30,61.5,61.5,61.5,61.5,37.0,61.5
2019-01-31,62.25,60.599998474121094,61.25,60.650001525878906,1116.0,60.650001525878906
2019-02-01,60.599998474121094,60.0,60.599998474121094,60.0,673.0,60.0
2019-02-04,64.9800033569336,64.9800033569336,64.9800033569336,64.9800033569336,20.0,64.9800033569336
2019-02-05,60.04999923706055,60.04999923706055,60.04999923706055,60.04999923706055,8.0,60.04999923706055
2019-02-06,60.11000061035156,60.11000061035156,60.11000061035156,60.11000061035156,1.0,60.11000061035156
2019-02-07,60.16999816894531,60.150001525878906,60.150001525878906,60.16999816894531,6.0,60.16999816894531
2019-02-08,61.900001525878906,61.900001525878906,61.900001525878906,61.900001525878906,2.0,61.900001525878906
2019-02-11,61.900001525878906,60.099998474121094,61.900001525878906,61.0,331.0,61.0
2019-02-12,61.04999923706055,61.029998779296875,61.029998779296875,61.04999923706055,1952.0,61.04999923706055
2019-02-13,62.099998474121094,62.0,62.0,62.0,190.0,62.0
2019-02-14,62.099998474121094,62.0,62.04999923706055,62.0,164.0,62.0
2019-02-15,62.29999923706055,62.20000076293945,62.20000076293945,62.29999923706055,27.0,62.29999923706055
2019-02-19,63.0,63.0,63.0,63.0,40.0,63.0
2019-02-20,63.5,63.0,63.02000045776367,63.5,180.0,63.5
2019-02-21,63.0,63.0,63.0,63.0,33.0,63.0
2019-02-22,63.70000076293945,63.70000076293945,63.70000076293945,63.70000076293945,7801.0,63.70000076293945
2019-02-25,63.70000076293945,63.0,63.70000076293945,63.0,22.0,63.0
2019-02-26,63.70000076293945,63.099998474121094,63.099998474121094,63.70000076293945,7.0,63.70000076293945
2019-02-27,63.70000076293945,63.70000076293945,63.70000076293945,63.70000076293945,2.0,63.70000076293945
2019-02-28,63.70000076293945,63.70000076293945,63.70000076293945,63.70000076293945,0.0,63.70000076293945
2019-03-01,63.70000076293945,61.0,63.70000076293945,61.0,476.0,61.0
2019-03-04,61.0,61.0,61.0,61.0,0.0,61.0
2019-03-05,63.0,63.0,63.0,63.0,5.0,63.0
2019-03-06,63.0,63.0,63.0,63.0,0.0,63.0
2019-03-07,63.45000076293945,63.0,63.0,63.45000076293945,170.0,63.45000076293945
2019-03-08,63.0,63.0,63.0,63.0,25.0,63.0
2019-03-11,63.70000076293945,63.70000076293945,63.70000076293945,63.70000076293945,10.0,63.70000076293945
2019-03-12,64.0,64.0,64.0,64.0,5.0,64.0
2019-03-13,64.0,64.0,64.0,64.0,0.0,64.0
2019-03-14,64.0,64.0,64.0,64.0,0.0,64.0
2019-03-15,64.0,64.0,64.0,64.0,0.0,64.0
2019-03-18,64.0,64.0,64.0,64.0,0.0,64.0
2019-03-19,62.79999923706055,62.79999923706055,62.79999923706055,62.79999923706055,100.0,62.79999923706055
2019-03-20,62.0,62.0,62.0,62.0,300.0,62.0
2019-03-21,19.18000030517578,18.899999618530273,19.15999984741211,18.899999618530273,14200.0,18.899999618530273
2019-03-22,63.0,61.0,63.0,61.0,4228.0,61.0
2019-03-25,64.0,61.0,64.0,64.0,799.0,64.0
2019-03-26,64.0,64.0,64.0,64.0,0.0,64.0
2019-03-27,63.9900016784668,61.0,61.0,63.9900016784668,142.0,63.9900016784668
2019-03-28,61.0099983215332,61.0099983215332,61.0099983215332,61.0099983215332,133.0,61.0099983215332
2019-03-29,63.0,61.0,61.04999923706055,63.0,1410.0,63.0
2019-04-01,63.0,63.0,63.0,63.0,0.0,63.0
2019-04-02,63.0,63.0,63.0,63.0,0.0,63.0
2019-04-03,63.0,61.0,61.0,63.0,91.0,63.0
2019-04-04,63.0,63.0,63.0,63.0,0.0,63.0
2019-04-05,19.200000762939453,19.139999389648438,19.139999389648438,19.139999389648438,23500.0,19.139999389648438
2019-04-08,62.0,62.0,62.0,62.0,1.0,62.0
2019-04-09,62.5,61.0099983215332,62.5,61.0099983215332,335.0,61.0099983215332
2019-04-10,61.0099983215332,61.0099983215332,61.0099983215332,61.0099983215332,0.0,61.0099983215332
2019-04-11,61.09000015258789,61.0,61.09000015258789,61.0,28.0,61.0
2019-04-12,61.04999923706055,60.54999923706055,61.04999923706055,60.54999923706055,67.0,60.54999923706055
2019-04-15,61.95000076293945,60.529998779296875,61.95000076293945,60.529998779296875,74.0,60.529998779296875
2019-04-16,60.52000045776367,60.52000045776367,60.52000045776367,60.52000045776367,8.0,60.52000045776367
2019-04-17,62.939998626708984,60.0,60.0,62.939998626708984,160.0,62.939998626708984
2019-04-18,62.939998626708984,62.939998626708984,62.939998626708984,62.939998626708984,0.0,62.939998626708984
2019-04-22,60.5,60.5,60.5,60.5,1.0,60.5
2019-04-23,61.97999954223633,60.0,61.97999954223633,60.0,3878.0,60.0
2019-04-24,61.95000076293945,61.939998626708984,61.95000076293945,61.939998626708984,6191.0,61.939998626708984
2019-04-25,61.939998626708984,61.939998626708984,61.939998626708984,61.939998626708984,0.0,61.939998626708984
2019-04-26,61.939998626708984,61.939998626708984,61.939998626708984,61.939998626708984,0.0,61.939998626708984
2019-04-29,61.88999938964844,61.880001068115234,61.88999938964844,61.880001068115234,2.0,61.880001068115234
2019-04-30,61.79999923706055,61.77000045776367,61.79999923706055,61.77000045776367,10.0,61.77000045776367
2019-05-01,61.77000045776367,61.77000045776367,61.77000045776367,61.77000045776367,0.0,61.77000045776367
2019-05-02,61.7400016784668,61.7400016784668,61.7400016784668,61.7400016784668,2.0,61.7400016784668
2019-05-03,61.75,61.75,61.75,61.75,10.0,61.75
2019-05-06,61.689998626708984,56.380001068115234,60.0,61.689998626708984,23.0,61.689998626708984
2019-05-07,61.66999816894531,61.66999816894531,61.66999816894531,61.66999816894531,3.0,61.66999816894531
2019-05-08,61.66999816894531,61.66999816894531,61.66999816894531,61.66999816894531,0.0,61.66999816894531
2019-05-09,61.66999816894531,61.66999816894531,61.66999816894531,61.66999816894531,0.0,61.66999816894531
2019-05-10,61.66999816894531,61.66999816894531,61.66999816894531,61.66999816894531,0.0,61.66999816894531
