,0
1184,22230.268
1185,22382.436
1186,22496.18
1187,20756.447
1188,22573.05
1189,22597.72
1190,22802.637
1191,22305.037
1192,22915.607
1193,23238.123
1194,23350.766
1195,23394.848
1196,23373.645
1197,30831.758
1198,25461.207
1199,23541.42
1200,23318.635
1201,23364.846
1202,20470.0
1203,17957.918
1204,23148.156
1205,22777.895
1206,22842.729
1207,22983.596
1208,23277.955
1209,22971.074
1210,23004.975
1211,23133.535
1212,21863.277
1213,22684.23
1214,22343.44
1215,22239.354
1216,22063.045
1217,22034.977
1218,22050.305
1219,22059.162
1220,21309.07
1221,21748.82
1222,21301.234
1223,21259.55
1224,21142.48
1225,21245.887
1226,19337.414
1227,20872.928
1228,20655.53
1229,20749.59
1230,20979.662
1231,21175.602
1232,19732.635
1233,20693.412
1234,21374.672
1235,20878.367
1236,21079.574
1237,21309.217
1238,28333.084
1239,23323.98
1240,19056.54
1241,21652.006
1242,23185.72
1243,22053.084
1244,20574.06
1245,19598.615
1246,20706.09
1247,21679.041
1248,20761.465
1249,22091.938
1250,20690.365
1251,20711.324
1252,22193.463
1253,22179.06
1254,21031.416
1255,20830.08
1256,20735.965
1257,21850.717
1258,20423.197
1259,21629.525
1260,21529.008
1261,21162.05
1262,23129.46
1263,23592.385
1264,21432.064
1265,23087.084
1266,22436.797
1267,20824.691
1268,20833.266
1269,20906.639
1270,22370.27
1271,22319.943
1272,21754.752
1273,21879.826
1274,20715.27
1275,21057.766
1276,21774.371
1277,21993.605
1278,22126.05
1279,22107.38
1280,22336.422
1281,22429.686
1282,22432.434
1283,22351.803
1284,22351.695
1285,22244.332
1286,22086.55
1287,23899.848
1288,23654.71
1289,23685.645
1290,23225.418
1291,21818.611
1292,21795.295
1293,22680.795
1294,23160.506
1295,21777.645
1296,21533.045
1297,20670.48
1298,22432.97
1299,20650.582
1300,24242.074
1301,23533.508
1302,23782.846
1303,23761.105
1304,22780.672
1305,24136.49
1306,23889.125
1307,23872.836
1308,23763.248
1309,23665.11
1310,23441.695
1311,22099.416
1312,23664.164
1313,23425.035
1314,23355.541
1315,23345.043
1316,23418.543
1317,23340.334
1318,23326.115
1319,23248.207
1320,23274.31
1321,23213.77
1322,23394.59
1323,23146.545
1324,23266.2
1325,21846.31
1326,15616.808
1327,18480.006
1328,19736.111
1329,25227.055
1330,22105.305
1331,23930.76
1332,23931.734
1333,30529.252
1334,22981.232
1335,23201.65
1336,21145.643
1337,26428.023
1338,23801.232
1339,23851.98
1340,29941.701
1341,23171.512
1342,22881.818
1343,21184.254
1344,23473.652
1345,23445.748
1346,23300.254
1347,20759.924
1348,19312.754
1349,23246.785
1350,23455.82
1351,22363.793
1352,23791.654
1353,23554.344
1354,23584.959
1355,23668.424
1356,23710.447
1357,23401.113
1358,23274.83
1359,23317.676
1360,23425.053
1361,23255.023
1362,23271.443
1363,23431.873
1364,23394.861
1365,23441.932
1366,23475.906
1367,22864.164
1368,23196.281
1369,23430.27
1370,23463.465
1371,23165.314
1372,22856.725
1373,22453.254
1374,22452.191
1375,22476.111
1376,22319.008
1377,21947.002
1378,21915.191
1379,21929.086
1380,22008.6
1381,21142.084
1382,25759.705
1383,22339.51
1384,24290.377
1385,21810.133
1386,21552.623
1387,19568.959
1388,19671.068
1389,18068.84
1390,19485.207
1391,22573.486
1392,22643.135
1393,22258.436
1394,20255.434
1395,28382.014
1396,21275.398
1397,23902.586
1398,21468.053
1399,25511.25
1400,24308.562
1401,24006.09
1402,17342.78
1403,19798.703
1404,22477.303
1405,24042.066
1406,21863.312
1407,22115.543
1408,22133.559
1409,21800.447
1410,21615.705
1411,20597.248
1412,21682.418
1413,21075.352
1414,20517.414
1415,25917.791
1416,24845.736
1417,24942.898
1418,26599.135
1419,24008.504
1420,19578.393
1421,21761.984
1422,14239.6
1423,17369.646
1424,21882.203
1425,23391.543
1426,23753.516
1427,23255.348
1428,22900.053
1429,21468.09
1430,21433.445
1431,22770.148
1432,22762.746
1433,22479.236
1434,21837.9
1435,22070.793
1436,19915.352
1437,23737.533
1438,21221.807
1439,26152.143
1440,20296.566
1441,21174.32
1442,26956.688
1443,20815.84
1444,23723.379
1445,21649.053
1446,24697.324
1447,23855.238
1448,23048.492
1449,19457.477
1450,20298.03
1451,19803.549
1452,21783.445
1453,20829.068
1454,28470.646
1455,26629.71
1456,20774.287
1457,23942.498
1458,22850.92
1459,22847.332
1460,22343.76
1461,22401.914
1462,29583.025
1463,28063.746
1464,22468.992
1465,24479.656
1466,22119.365
1467,26101.234
1468,22031.586
1469,23827.582
1470,21428.738
1471,22247.201
1472,23071.0
1473,23187.559
1474,23474.74
1475,23481.16
1476,23403.75
1477,19309.695
1478,22428.459
1479,22594.71
1480,23534.89
1481,22764.951
1482,22389.36
1483,23549.273
1484,29150.36
1485,21665.367
1486,21801.91
1487,21178.29
1488,20989.158
1489,22849.982
1490,23644.693
1491,30015.658
1492,26567.3
1493,23290.543
1494,22967.33
1495,24395.467
1496,23320.887
1497,23764.326
1498,23815.637
1499,26084.182
1500,23422.885
1501,25021.346
1502,24779.748
1503,24421.75
1504,24368.617
1505,24341.893
1506,23145.723
1507,23422.232
1508,23543.055
1509,23585.334
1510,23589.746
1511,23715.121
1512,23815.844
1513,23808.693
1514,23790.586
1515,23772.57
1516,25435.836
1517,26628.824
1518,23754.531
1519,23359.719
1520,26268.14
1521,23898.453
1522,27563.63
1523,25404.332
1524,22755.94
1525,26037.158
1526,25340.531
1527,22717.125
1528,23303.736
1529,24732.074
1530,24689.766
1531,24904.21
1532,24778.967
1533,24859.945
1534,24536.863
1535,24567.367
1536,24597.586
1537,24420.521
1538,24366.355
1539,24050.4
1540,23906.137
1541,23770.662
1542,23623.744
1543,23673.5
1544,23602.648
1545,23750.951
1546,23713.258
1547,23819.523
1548,23646.07
1549,23610.535
1550,21972.691
1551,18299.215
1552,21333.773
1553,20775.086
1554,26498.014
1555,26525.7
1556,23918.354
1557,23996.967
1558,22166.14
1559,22404.79
1560,24313.184
1561,22875.502
1562,22792.705
1563,22813.479
1564,22716.158
1565,24327.996
1566,24281.084
1567,23978.334
1568,22837.389
1569,21085.355
1570,23007.662
1571,22902.973
1572,25355.44
1573,24927.656
1574,23086.879
1575,23600.678
1576,20779.3
1577,28650.955
1578,24365.691
1579,26598.254
1580,24380.059
1581,25474.113
1582,21417.094
1583,24683.127
1584,23748.242
1585,23912.09
1586,28071.477
1587,24247.738
1588,27355.941
1589,23446.197
1590,23444.746
1591,23275.154
1592,21466.68
1593,23093.398
1594,23302.203
1595,23407.566
1596,22534.592
1597,23278.84
1598,23253.543
1599,23360.014
1600,23837.477
1601,23760.441
1602,23832.066
1603,24328.012
1604,23966.398
1605,23852.84
1606,24493.496
1607,23071.89
1608,24670.873
1609,23331.69
1610,24653.463
1611,24963.16
1612,24466.959
1613,24567.45
1614,24522.062
1615,22664.2
1616,23227.816
1617,22101.902
1618,27258.441
1619,26824.479
1620,29153.121
1621,25906.752
1622,25112.227
1623,23083.68
1624,23440.89
1625,24035.32
