,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,0.6133393285058645,0.6142231361249695,0.6051208920184448,0.6189932292881647,0.26008280335377054,0.396583234821609,0.22745730573259088,0.22926756649464072,0.7055911702255347,0.690992783393745,0.6515258921017654,0.4511007746328046,0.6297987377224558,0.47809665599839724,0.4378522265236292,0.48248464691770987,0.5110710498211073,0.010162922155520171,0.5947955390334573
1,0.5868475468474038,0.5913489666423821,0.5934752575580133,0.5966920407153057,0.27811525932940917,0.37474049652540287,0.23658856744019363,0.24476902371246814,0.6982812476808206,0.6802791220280597,0.6385596982299976,0.36572837764304456,0.6129502253499356,0.37168949730616896,0.4009826641915037,0.48476974310217535,0.4822007230113746,0.036095895931676836,0.5947955390334573
2,0.5972361354108545,0.5920815691019614,0.5811235895598668,0.6070062415721708,0.18331688967988963,0.3663462604076211,0.31547991138366194,0.1057143756233116,0.691038003843582,0.6717174843277229,0.6300082666631502,0.41376037035463986,0.6004643211710209,0.3897669188900329,0.3960803039694339,0.5024041561408722,0.511827940144873,0.035395004748537406,0.5947955390334573
3,0.6253099703239419,0.5921121507783302,0.603815282777755,0.610297695113139,0.20048526806488748,0.37813475635016164,0.39894284537811847,0.21330652891681756,0.6851170190890697,0.6670294485314427,0.6248259565542883,0.5340046194144261,0.5988998574022913,0.41597399214015995,0.47048439092566696,0.5422670709927535,0.5486023508207287,0.035395004748537406,0.5947955390334573
4,0.5855869217711355,0.6054009956014097,0.5900397137778775,0.5930090864090761,0.20565079313244455,0.3689895023861155,0.35270457427355484,0.3588874311331442,0.6771009495357226,0.6584606842055545,0.6155253114289357,0.433830861135182,0.5882368983602692,0.39655700476578326,0.42132827312196974,0.5078320674568003,0.4791391344625926,0.04415614453777916,0.5947955390334573
5,0.6191556951960423,0.6116502308789455,0.606069191500455,0.6176528217937266,0.2746411310403383,0.38312688211188006,0.44124997817557227,0.31974041189399593,0.6701894566305221,0.6543647877676764,0.6114779523636701,0.5117678921707469,0.5894634215660256,0.4719496464435389,0.4683531759355759,0.5399301552789413,0.5210556879203845,0.031189657649701275,0.5947955390334573
6,0.6200720251602604,0.6013202282443453,0.6100172161361124,0.6157694487275044,0.25636061197332005,0.39771135848140926,0.45488996443341057,0.2173147977807686,0.6625626364438478,0.6507587972821862,0.6064148982611873,0.5668606335073598,0.5964696156078623,0.4774658293138746,0.4888616881338182,0.5546307213367794,0.5875682834999162,0.027685201734004128,0.5947955390334573
7,0.6408887675337883,0.617068682244694,0.6221730097936695,0.6306860665578043,0.22080884814146576,0.42322666241409623,0.5306930571309415,0.18950212531105062,0.657009716520561,0.6497638939700334,0.6047272619055667,0.6766974112489061,0.6056748409904936,0.5510480220778451,0.503373852992875,0.6151686059891042,0.6205173639983673,0.007359357422962898,0.5947955390334573
8,0.6311285806705998,0.6384671543984715,0.630183515042589,0.6369765983716155,0.15255650507392501,0.4405028910206071,0.5510596156023766,0.20128946833334946,0.6516656631235346,0.647800523070293,0.6045536629815845,0.6299177533842124,0.6069018373261065,0.5097152280283421,0.5038255812858705,0.5970430469269462,0.6291005929531536,0.009111585380811249,0.5947955390334573
9,0.5829449732288171,0.6060561876510151,0.5876544146280964,0.5917801396245953,0.2184020605931961,0.43037747175951,0.3524527243762591,0.4184348705932474,0.6438590695669407,0.6407752855488651,0.598781865861144,0.4528699185921732,0.606344717844448,0.431577768313668,0.46951016791439026,0.5613145370577036,0.6392976228643197,0.0,0.5947955390334573
10,0.5857412520551121,0.568194598977821,0.5692676995398296,0.5867447783018599,0.18206381797549168,0.42642938593984714,0.33106650210174043,0.13203589306635424,0.6358037204639323,0.6347237296427812,0.5957880990806897,0.5515875600028542,0.5992984650713927,0.48626331695251207,0.46883424621001735,0.6023797733482996,0.6616334777467305,0.012616041296508396,0.5947955390334573
