,close
401,20268.6895
402,20534.0098
403,20422.1504
404,19894.0195
405,20377.2695
406,20623.0
407,20467.7402
408,20399.57
409,20608.6992
410,21056.9297
411,20906.1094
412,20876.7891
413,20575.7793
414,20787.9707
415,21196.8691
416,21207.5508
417,21208.2891
418,21228.1992
419,21209.7402
420,21079.0996
421,21022.9297
422,21384.4902
423,21330.6699
424,21370.8203
425,20933.25
426,20987.7793
427,21008.6191
428,20778.5508
429,21053.1094
430,21237.4297
431,21374.79
432,21239.3496
433,21537.0
434,21928.7695
435,21867.0391
436,22208.5
437,22138.17
438,22103.5293
439,22121.4297
440,22157.8203
441,21865.2598
442,21405.1699
443,21623.3809
444,21510.9297
445,21454.9395
446,21244.4902
447,21587.0605
448,21261.7891
449,20949.4004
450,20778.9199
451,21108.5898
452,20811.3594
453,20763.0508
454,20327.5391
455,20133.4102
456,19920.2891
457,20426.6406
458,20146.5098
459,20212.4902
460,20422.4609
461,20145.4297
462,19715.1992
463,19944.9395
464,19578.9805
465,19545.8301
466,19667.7598
467,18985.5
468,19196.4492
469,19431.3691
470,19766.71
471,19765.1895
472,19496.9492
473,19471.8008
474,19786.7109
475,19780.0703
476,19378.1504
477,19487.4805
478,19621.2402
479,19632.6992
480,19872.3809
481,20051.9102
482,20062.1504
483,20138.4004
484,20286.7109
485,20912.1797
486,20819.0801
487,20856.6094
488,20733.4902
489,20690.7891
490,20726.6797
491,20248.9004
492,20128.9902
493,19905.3203
494,19842.1992
495,20084.1191
496,19857.0703
497,20050.5605
498,20378.6602
499,20467.4297
500,20431.0605
501,20560.8105
502,20255.6191
503,20250.1602
504,20090.9492
505,20264.5898
506,20487.2305
507,20589.6992
508,20815.3301
509,20839.9102
510,20973.3906
511,21091.1797
512,21093.8203
513,21029.8105
514,21412.7891
515,21457.6602
516,21549.8809
517,21551.7207
518,21678.8008
519,21801.5898
520,21473.5996
521,21294.5391
522,21105.7109
523,21071.5703
524,21112.1191
525,21137.4297
526,21022.7305
527,21072.4609
528,20981.8203
529,20889.0098
530,20658.7109
531,20634.9805
532,20612.0605
533,20597.3496
534,20737.2207
535,20536.4902
536,20623.8301
537,20868.9199
538,20971.5
539,21355.7695
540,21401.7891
541,21088.8594
542,21167.2695
543,21257.3906
544,21658.3496
545,21696.0391
546,21725.6406
547,21691.45
548,21970.8594
549,21977.3398
550,22002.5898
551,22047.7109
552,22119.4297
553,22340.8398
554,22109.9492
555,22378.6699
556,22358.1699
557,22618.66
558,22639.14
559,22880.41
560,22884.32
561,22944.18
562,23207.31
563,23121.7
564,23457.69
565,23852.17
566,23757.63
567,23469.38
568,23763.73
569,23556.5
570,23649.48
571,23517.54
572,23627.91
573,23601.24
574,23164.58
575,23210.86
576,23096.32
577,23652.94
578,23671.42
579,24144.67
580,24535.63
581,24876.82
582,24964.37
583,24710.6
584,24500.61
585,24700.3
586,24222.58
587,24027.18
588,23693.02
589,23214.46
590,23637.39
591,23605.71
592,23524.02
593,22896.14
594,23023.86
595,23054.68
596,22877.25
597,23166.22
598,23007.99
599,23249.8
600,23448.78
601,23320.52
602,23237.69
603,23428.15
604,23092.52
605,23171.8
606,23162.91
607,23317.61
608,23431.19
609,22975.35
610,22668.78
611,22714.85
612,22639.08
613,22993.86
614,23045.19
615,22902.97
616,22833.8
617,22621.73
618,22969.3
619,22999.34
620,23035.45
621,23436.05
622,23668.48
623,23757.82
624,23786.3
625,23686.63
626,23527.26
627,23760.34
628,24125.61
629,24238.98
630,24283.23
631,24156.97
632,24153.98
633,24419.62
634,24003.7
635,23876.86
636,23801.78
637,23788.83
638,23843.24
639,23779.62
640,23617.02
641,23447.34
642,23482.95
643,23908.96
644,23553.59
645,23484.3
646,23164.03
647,22708.62
648,22828.92
649,23121.06
650,22899.78
651,23156.97
652,23301.84
653,23595.24
654,23485.42
655,22990.81
656,22906.9
657,22601.04
658,23012.37
659,23338.02
660,23396.42
661,23048.66
662,23122.42
663,23408.86
664,23313.19
665,23711.7
666,23810.11
667,23614.89
668,23249.78
669,23345.88
670,22678.25
671,22700.88
672,22284.43
673,22300.23
674,22685.22
675,22857.9
676,22825.4
677,22915.28
678,23158.67
679,23068.19
680,23060.36
681,23451.43
682,23527.52
683,23801.9
684,24150.58
685,24285.05
686,24281.8
687,24396.07
688,24303.07
689,23976.37
690,24135.03
691,24014.0
692,24008.07
693,23830.31
694,23520.62
695,23896.1
696,24138.31
697,24007.38
698,23892.84
699,23805.63
700,23720.81
701,23633.25
702,23315.24
703,23261.61
704,23159.14
705,23336.0
706,23291.8
707,23073.76
708,23276.27
709,22960.63
710,22901.08
711,23011.14
712,23163.38
713,23199.39
714,22711.02
715,22730.78
716,22747.28
717,22900.79
718,23118.07
719,23184.32
720,23684.13
721,23626.43
722,23253.84
723,22949.56
724,22868.67
725,22661.63
726,22609.83
727,22420.37
728,22508.08
729,22496.0
730,22343.77
731,21953.11
732,21695.26
733,21599.51
734,21850.59
735,21859.97
736,21759.14
737,22171.95
738,22041.77
739,22061.78
740,22061.18
741,22398.1
742,22770.47
743,22747.95
744,22517.55
745,22530.18
746,22726.43
747,22347.23
748,21663.16
749,21926.88
750,21940.2
751,21875.38
752,21804.75
753,21902.4
754,22003.69
755,21987.29
756,22444.8
757,22293.29
758,22572.08
759,22541.69
760,22570.74
761,22440.25
762,22663.37
763,22421.46
764,21992.72
765,21884.74
766,20946.14
767,20490.57
768,19330.7
769,19783.67
770,19595.14
771,19620.01
772,20260.1
773,20212.08
774,20289.03
775,20016.27
776,19399.92
777,19486.87
778,19875.53
779,19466.79
780,19752.48
781,19582.88
782,19865.11
783,20204.17
784,20534.85
785,20585.33
786,20212.91
787,19616.4
788,19710.5
789,20048.0
790,19912.82
791,19866.63
792,19030.54
793,19045.44
794,19181.5
795,19455.31
796,18917.95
797,19014.8
798,18824.17
799,17911.95
800,17668.83
801,17407.8
802,18130.55
803,18011.06
804,17592.41
805,16822.15
806,16250.27
807,17172.28
808,17707.01
809,17711.06
810,18141.59
811,18329.46
812,18757.81
813,18501.79
814,18873.99
815,18076.46
816,18309.22
817,17983.1
818,18025.72
819,18771.82
820,18968.2
821,19066.54
822,19688.7
823,20019.24
824,19864.87
825,19369.96
826,19733.71
827,19242.5
828,19842.79
829,19677.89
830,19678.47
831,20014.43
832,18963.89
833,19137.17
834,19508.18
835,19348.44
836,18960.9
837,18817.47
838,18491.23
839,18225.85
840,18251.59
841,17864.43
842,17935.1
843,17689.48
844,18037.81
845,18256.2
846,17989.35
847,19002.26
848,19040.39
849,19179.69
850,18942.23
851,19240.58
852,19107.81
853,18586.23
854,18575.66
855,18447.17
856,18354.43
857,18026.84
858,18285.39
859,18070.21
860,18080.2
861,18416.45
862,18378.23
863,18629.17
864,18518.67
865,18397.92
866,18434.39
867,18877.41
868,18727.31
869,18813.41
870,18593.06
871,18865.72
872,19004.28
873,19151.94
874,19095.38
875,19204.42
876,19012.2
877,19627.75
878,19686.92
879,19942.95
880,20110.37
881,20439.14
882,20501.67
883,20160.41
884,20390.49
885,20333.37
886,20739.45
887,20756.98
888,20709.94
889,20699.19
890,21018.46
891,21010.01
892,20783.86
893,20887.4
894,20917.83
895,21365.23
896,21277.28
897,21491.62
898,21424.79
899,21478.72
900,21549.28
901,21380.99
902,21406.86
903,21217.86
904,21568.73
905,21680.08
906,21387.96
907,21562.26
908,21265.31
909,20806.25
910,20627.78
911,20900.73
912,21086.0
913,21134.18
914,21339.7
915,21307.89
916,21353.53
917,21317.85
918,21115.29
919,20888.24
920,20856.63
921,20901.56
922,20668.8
923,20668.86
924,21046.91
925,20885.42
926,20609.39
927,20555.58
928,20522.26
929,20790.98
930,20593.0
931,20356.24
932,20140.67
933,20327.32
934,20701.04
935,20610.64
936,20562.31
937,20780.73
938,20995.01
939,21010.64
940,20624.39
941,20677.16
942,20646.29
943,20809.71
944,20741.45
945,21094.21
946,21309.08
947,21249.53
948,21086.0
949,20536.65
950,20484.75
951,20330.64
952,20227.28
953,19964.63
954,19735.04
955,19894.31
956,19259.83
957,19200.93
958,18951.85
959,18922.32
960,19039.15
961,18786.19
962,18666.4
963,18713.41
964,18800.99
965,19055.46
966,18690.22
967,18629.52
968,18558.34
969,18185.59
970,18259.03
971,18520.53
972,18678.29
973,18502.34
974,18953.63
975,18872.56
976,19026.52
977,18808.4
978,19233.94
979,19427.81
980,19416.67
981,19518.85
982,19265.07
983,18995.13
984,18897.45
985,18981.84
986,19176.95
987,19025.27
988,19441.46
989,19735.53
990,19709.75
991,19809.13
992,19800.64
993,19428.09
994,19396.36
995,19419.87
996,19025.11
997,19092.63
998,19121.34
999,19455.33
1000,19239.88
1001,19559.05
1002,19640.8
1003,19053.47
1004,18903.2
1005,18877.33
1006,18892.79
1007,19274.96
1008,19585.4
1009,19796.81
1010,19820.38
1011,19690.2
1012,19666.18
1013,19998.72
1014,20072.55
1015,20065.52
1016,20269.47
1017,20136.12
1018,20081.36
1019,20291.68
1020,20052.29
1021,19962.95
1022,20116.07
1023,20104.27
1024,20100.09
1025,19887.78
1026,20132.24
1027,19880.03
1028,19798.67
1029,19811.8
1030,19788.51
1031,19552.91
1032,19482.57
1033,19559.21
1034,19429.91
1035,19145.07
1036,19209.3
1037,19802.16
1038,19827.17
1039,19857.88
1040,20075.39
1041,20047.63
1042,20629.78
1043,20658.11
1044,20601.93
1045,20841.91
1046,20590.92
1047,20734.94
1048,20694.7
1049,20698.68
1050,20527.73
1051,20762.29
1052,20840.38
1053,20888.28
1054,20907.95
1055,21012.38
1056,20824.56
1057,20937.28
1058,20919.6
1059,20999.05
1060,21136.43
1061,21148.25
1062,21207.07
1063,21416.64
1064,21518.71
1065,21551.76
1066,21697.55
1067,21763.78
1068,21810.23
1069,21545.57
1070,21511.05
1071,21428.58
1072,21641.82
1073,21821.87
1074,22111.33
1075,22006.4
1076,21944.43
1077,22099.85
1078,21566.91
1079,21384.38
1080,21430.3
1081,21188.65
1082,21441.99
1083,21108.93
1084,21159.01
1085,21262.06
1086,21228.28
1087,21524.36
1088,21743.2
1089,21913.98
1090,21861.81
1091,21844.03
1092,21708.98
1093,21922.89
1094,22030.39
1095,21767.85
1096,21799.97
1097,22270.91
1098,22249.81
1099,22191.17
1100,22276.72
1101,22323.94
1102,22503.35
1103,22445.58
1104,22605.98
1105,22513.61
1106,22494.73
1107,22623.37
1108,22659.78
1109,22506.29
1110,22541.18
1111,22619.78
1112,22666.59
1113,22656.92
1114,23311.98
1115,23398.6
1116,23331.09
1117,23329.75
1118,23111.19
1119,23218.47
1120,23354.31
1121,23264.07
1122,23413.26
1123,23381.51
1124,23356.99
1125,23339.76
1126,23601.78
1127,23590.91
1128,23658.99
1129,23635.1
1130,23598.9
1131,23580.43
1132,23671.88
1133,23655.17
1134,23822.06
1135,23729.53
1136,23721.84
1137,23685.01
1138,23148.53
1139,23256.93
1140,23177.0
1141,23215.16
1142,23413.25
1143,23444.56
1144,23381.94
1145,23143.91
1146,23307.41
1147,22906.67
1148,22782.44
1149,22820.08
1150,22519.69
1151,22577.01
1152,23020.27
1153,22880.22
1154,22537.81
1155,22560.5
1156,22777.84
1157,22771.44
1158,23091.95
1159,23090.82
1160,22890.6
1161,22556.65
1162,22619.18
1163,22533.11
1164,22083.36
1165,22041.86
1166,22256.44
1167,22225.88
1168,22115.3
1169,22251.15
1170,22311.08
1171,22464.82
1172,22299.63
1173,22367.82
1174,22337.49
1175,21726.9
1176,21718.05
1177,21870.34
1178,22034.56
1179,22101.27
1180,22089.05
1181,21772.67
1182,21672.03
1183,21569.67
1184,21512.52
1185,22013.57
1186,22044.37
1187,21806.61
1188,22183.05
1189,22401.24
1190,22547.71
1191,22580.77
1192,22737.01
1193,22668.3
1194,22689.96
1195,22915.09
1196,23047.09
1197,23244.35
1198,23211.48
1199,23321.22
1200,22989.81
1201,22930.28
1202,23044.24
1203,23082.68
1204,23493.03
1205,23366.37
1206,23261.08
1207,22669.68
1208,22618.67
1209,22686.05
1210,22924.25
1211,22554.93
1212,22484.31
1213,22392.16
1214,22282.19
1215,22285.52
1216,22069.24
1217,21838.43
1218,21575.26
1219,21615.09
1220,21354.66
1221,20887.04
1222,20969.14
1223,21225.9
1224,21225.88
1225,20986.89
1226,20382.87
1227,20263.31
1228,19813.98
1229,19855.72
1230,20338.55
1231,20440.08
1232,20803.29
1233,20658.65
1234,20147.31
1235,20468.67
1236,20854.67
1237,20582.19
1238,20683.01
1239,20904.56
1240,21437.49
1241,21277.28
1242,21303.31
1243,21312.38
1244,21371.87
1245,21345.22
1246,21362.42
1247,21416.5
1248,21915.42
1249,21968.93
1250,21900.96
1251,21968.95
1252,21850.15
1253,21953.96
1254,21883.66
1255,22088.79
1256,22190.97
1257,22222.01
1258,21923.7
1259,21588.84
1260,21655.88
1261,21807.56
1262,22271.28
1263,22541.13
1264,22539.25
1265,22517.81
1266,22463.7
1267,21970.29
1268,21817.73
1269,21895.4
1270,21863.51
1271,22005.32
1272,21874.77
1273,21524.65
1274,21704.78
1275,21731.37
1276,22175.34
1277,22394.58
1278,22326.22
1279,22597.97
1280,22621.22
1281,22750.65
1282,22976.65
1283,22937.14
1284,22953.72
1285,22915.28
1286,23252.41
1287,23180.52
1288,23117.45
1289,23502.51
1290,23371.54
1291,23179.04
1292,23209.63
1293,23125.03
1294,23207.04
1295,22859.86
1296,22984.48
1297,23214.4
1298,23138.54
1299,22973.95
1300,23178.85
1301,23033.97
1302,22951.3
1303,23218.32
1304,23336.52
1305,23228.33
1306,23094.88
1307,23340.1
1308,23438.15
1309,23315.99
1310,22999.95
1311,22835.82
1312,22698.34
1313,22806.58
1314,22846.54
1315,23304.02
1316,23206.37
1317,23249.79
1318,23189.62
1319,23038.95
1320,23036.94
1321,22881.03
1322,22744.39
1323,23069.85
1324,22901.41
1325,22463.83
1326,22649.15
1327,23032.15
1328,23660.06
1329,23657.81
1330,23700.86
1331,23580.29
1332,23696.28
1333,23684.45
1334,23681.28
1335,23806.35
1336,23789.09
1337,23881.29
1338,24038.55
1339,23910.47
1340,23728.7
1341,23712.57
1342,23743.1
1343,23811.17
1344,23744.19
1345,23338.24
1346,23218.12
1347,23245.96
1348,23114.66
1349,23069.23
1350,23143.82
1351,22888.75
1352,22812.18
1353,22921.56
1354,23179.55
1355,23243.24
1356,23244.87
1357,23306.39
1358,23340.05
1359,22817.28
1360,22684.15
1361,22712.78
1362,22996.59
1363,22787.33
1364,22846.25
1365,22888.76
1366,22791.28
1367,22902.0
1368,22986.41
1369,23133.35
1370,22928.95
1371,23033.12
1372,23082.25
1373,22733.9
1374,22450.06
1375,21976.1
1376,21960.64
1377,22141.61
1378,22035.42
1379,21397.77
1380,21269.38
1381,21423.13
1382,21636.85
1383,21579.26
1384,21962.98
1385,22285.79
1386,22165.53
1387,22298.41
1388,22535.94
1389,22587.72
1390,22664.52
1391,22394.08
1392,22568.24
1393,22388.56
1394,22317.2
1395,22437.44
1396,22828.18
1397,22836.96
1398,22500.67
1399,22657.63
1400,22579.78
1401,22702.97
1402,22660.49
1403,22264.93
1404,22269.61
1405,21901.95
1406,21756.08
1407,21539.49
1408,21473.95
1409,21583.5
1410,21568.69
1411,21182.16
1412,21436.7
1413,21846.45
1414,21732.32
1415,21887.75
1416,21834.45
1417,22065.53
1418,22151.06
1419,22448.54
1420,22523.94
1421,22565.08
1422,22510.08
1423,22377.15
1424,22596.97
1425,22843.17
1426,23186.96
1427,23003.64
1428,23038.8
1429,22671.26
1430,22696.01
1431,22760.24
1432,22730.68
1433,22509.64
1434,22562.8
1435,22223.53
1436,22132.53
1437,22453.89
1438,22133.97
1439,22260.67
1440,21976.33
1441,21746.26
1442,21837.12
1443,21862.99
1444,22261.61
1445,22352.38
1446,22582.77
1447,22730.86
1448,22712.91
1449,22704.5
1450,22834.68
1451,22836.52
1452,22953.76
1453,22965.86
1454,22963.18
1455,22944.3
1456,23080.03
1457,23010.14
1458,23081.65
1459,23291.04
1460,23151.71
1461,23109.66
1462,22951.0
1463,23117.47
1464,23315.74
1465,23257.29
1466,23175.02
1467,23319.17
1468,23300.67
1469,23203.59
1470,23181.72
1471,23167.73
1472,23194.06
1473,22804.81
1474,22880.64
1475,22866.7
1476,23197.83
1477,23221.52
1478,23190.72
1479,23549.62
1480,23531.44
1481,23546.36
1482,23540.92
1483,23541.38
1484,23176.07
1485,23238.99
1486,23233.45
1487,23346.67
1488,23459.96
1489,23523.28
1490,23520.87
1491,23454.79
1492,23387.14
1493,23782.11
1494,23971.87
1495,24141.5
1496,24216.01
1497,24428.63
1498,24640.53
1499,24732.21
1500,24756.85
1501,24532.43
1502,24600.08
1503,24648.26
1504,24584.13
1505,24387.56
1506,24331.41
1507,24646.02
1508,24689.41
1509,24890.34
1510,24801.36
1511,24954.94
1512,24955.46
1513,25122.95
1514,25159.76
1515,24994.1
1516,25112.23
1517,25166.91
1518,25074.5
1519,24918.75
1520,24741.0
1521,24742.06
1522,24752.09
1523,24749.02
1524,25317.95
1525,25297.92
1526,25240.15
1527,25190.45
1528,24705.36
1529,24662.64
1530,24595.32
1531,24356.99
1532,24136.01
1533,24376.41
1534,24168.72
1535,24306.16
1536,23955.49
1537,23837.07
1538,23921.61
1539,23768.13
1540,23678.41
1541,23229.21
1542,22932.98
1543,23064.56
1544,23315.04
1545,23422.52
1546,23263.33
1547,23534.53
1548,23088.54
1549,23143.38
1550,23047.97
1551,23140.05
1552,22900.94
1553,23023.21
1554,23070.26
1555,23088.58
1556,23403.97
1557,23333.18
1558,23302.2
1559,23143.23
1560,23520.36
1561,23819.87
1562,23702.04
1563,23998.06
1564,23915.97
1565,23845.66
1566,23695.62
1567,23649.31
1568,23550.24
1569,23744.7
1570,23808.28
1571,23938.18
1572,24019.94
1573,24087.38
1574,23797.08
1575,23529.17
1576,23373.31
1577,23349.64
1578,23437.12
1579,23893.14
1580,23843.91
1581,24111.98
1582,24004.28
1583,23987.45
1584,23367.45
1585,23654.3
1586,23428.62
1587,23832.56
1588,24002.64
1589,24047.67
1590,23485.83
1591,23524.52
1592,23312.54
1593,23249.2
1594,23027.85
1595,22670.5
1596,22585.84
1597,22832.21
1598,23116.63
1599,23408.57
1600,23333.69
1601,23349.34
1602,23773.18
1603,23501.1
1604,23605.04
1605,23857.82
1606,23721.32
1607,23485.41
1608,23681.26
1609,23835.53
1610,23919.95
1611,24026.46
1612,24215.97
1613,24112.6
1614,24350.91
1615,24103.52
1616,23738.49
1617,23951.16
1618,24352.58
1619,24522.63
1620,24850.45
1621,24909.9
1622,24807.28
1623,24861.81
1624,24595.85
1625,24507.05
1626,24484.74
1627,24554.78
1628,24679.76
